group,CD3,CD56,CD279,CD45RA,CD16,CD38,CD94
healthy,-0.139032513064611,0.302053812456574,0.484654875331119,0.0157225694572545,-0.215599083277003,-0.205365048542011,0.308972247947422
healthy,0.156439563365428,0.171677937973364,-0.200152469318721,-0.243422293217643,-0.406435435287649,-0.476989479217327,0.616880707747518
healthy,-0.2905353643272,-0.449240313332594,0.0233724454433776,-0.12953763610644,0.197609330186815,0.169311984735765,-0.651942839728393
healthy,-0.206913579030435,-0.122779023369548,-0.179586354231916,-0.232843351033731,0.0895879256001246,-0.172687697808356,-0.0253098269710476
healthy,-0.110840779289282,0.146632336304582,-0.0759349131821783,-0.0516676308423312,-0.278456794026593,-0.111544718123601,0.653854007367545
moderate,0.20226462042275,0.266959753905125,-0.129697112148125,0.0736340442549832,-0.371690688258638,-0.0766568947687254,0.174353027927544
moderate,-0.126412025962944,-0.134166722417404,-0.222011399172804,-0.280037948119402,-0.286174467609061,-0.208769450898124,0.0843763708589039
moderate,-0.120149573607508,-0.0205071021102347,0.0930669662672611,-0.0001413596004971,0.206323651295935,0.356556038868807,0.323279201361088
severe,0.0093885330873802,0.0861311804802881,-0.067993825843071,0.183643211039198,0.76767511426229,0.107180844003629,-0.105632637006298
severe,-0.152735357422434,-0.193274916798837,0.102605786327893,-0.432377248622805,-0.476399306862518,-0.0676109982436843,-0.0174261394927488
severe,-0.178984096045435,-0.434595561608836,0.171912582738212,-0.262194215946917,-0.251308455149563,0.0129563795355371,-0.350347406516824
severe,-0.591500216627003,0.178357180152914,-0.0744670487607204,-0.0876439013386292,-0.0464635108156299,0.392527091651237,-0.146937791772361
