group,CD8,CD69,CD45RO,CD16,CD1c,CD38,CD94
healthy,-0.122094641637833,0.271455203032326,0.0706728214600091,0.059321432725612,-0.0076376165753668,0.0872853330454691,0.108918387706189
healthy,-0.065707455332301,-0.085079864236825,-0.0889732993823486,-0.0847917015361202,-0.0461035269450402,0.83040512403824,-0.648406524215506
healthy,-0.0737186004068473,0.133382506164184,0.0570536459882077,-0.258115699927485,0.109559325767697,-0.257956841453098,0.44772729424991
healthy,0.0624371944876825,0.177525863898856,0.0008028741971162,0.131423452448035,0.121275179424812,-0.0308537214825763,0.530861296158566
healthy,0.214546373538226,0.247725260557456,0.214447952732115,0.402939537209983,0.234451911333439,-0.0591862122727802,0.427639153634701
moderate,0.0218844335550545,0.0311064232131714,-0.0092455497617616,0.522618349362467,-0.0644582688561039,0.155009189164841,0.113558161225722
moderate,-0.133264433149605,-0.116114532781896,-0.22846328483753,0.472103695784575,-0.272225261070034,0.23531863768932,-0.0829070966311294
moderate,0.113401531102667,-0.173387565186549,0.154217195354445,0.324164306198793,-0.151312725449913,-0.151639908715464,0.307373136383048
severe,-0.0187400459039252,0.0405701932739113,-0.0037243234748453,0.716743761074959,0.0161424103353054,0.0959141531832712,0.118260816346133
severe,0.102210424754333,0.213733468513263,-0.107376941470975,0.189412688223693,-0.0248674048059671,-0.043703018074982,0.0125856156234643
severe,-0.612840796688222,-0.594385370776574,-0.562396977957958,-0.541884925340871,-0.576268261198998,0.292937246015878,-0.156135686294579
severe,-0.0559163043568679,-0.651718487080013,-0.0386768402889493,-0.432548416799299,0.000626949127605,0.101915908278352,0.197737905159357
