group,CD69,CD279,CD16,CD1c,CD38,CD127,CD94
healthy,0.0138987012878933,-0.0818969084274075,0.591007328899902,-0.0246776439082524,0.213695303641674,-0.0096548714167125,-0.224361200530055
healthy,0.106434361866698,0.0607473575865665,0.0473039251443777,0.0563967916414572,-0.698934696520499,-0.0015625321053013,0.779247472379022
healthy,-0.017604771538884,0.0687519842964022,-0.0448440753594816,-0.409816686328734,0.225148829024377,-0.477503917894603,0.0792279999833075
healthy,-0.0871006527657279,-0.121618937029347,-0.211784101248605,-0.134976117116563,0.0386728702055315,-0.0600439154254704,-0.547028478189194
healthy,-0.156279494623661,-0.124375281201077,-0.390467607957207,-0.0553752902009173,0.0468291392797516,0.0561962755831807,-0.0255162530765574
moderate,0.547604221507142,0.0487427069556735,0.211249465772331,-0.118899359690399,0.0454075970911534,-0.131635541904965,0.282017656194752
moderate,0.135637405514705,0.129401294985692,0.0675558106957838,0.122463198620741,0.337311990087931,0.105860145940369,0.0027711420596461
moderate,-0.229308201645357,-0.0592987096136771,-0.643041154592673,-0.0573362298607608,0.314677835434846,0.0712396166257898,0.0426137215987056
severe,0.0829555139889429,0.027793214040522,0.795607332789577,0.0266084043387637,0.0347320883805573,-0.0909528291315621,0.0142362027132053
severe,-0.237178442608905,0.032274183699501,0.397363359280813,-0.0260938822949873,0.245671396134679,-0.157865640819333,-0.032652617143379
severe,0.282511421613334,0.408502766534575,0.381700156664485,0.339754587111904,-0.0807808043337051,-0.0145845324050984,0.309363499378151
severe,0.0918461904724796,-0.121058981338814,0.0413152941487188,0.0050262853050101,0.428873156869022,-0.0925768185442848,-0.280215133260314
