group,CD20,CD16,CD11c,CD38,CD25,CD94
healthy,0.513589716184,-0.112788804276508,0.234276293466357,0.252390276506177,0.250931352348049,0.427869322517279
healthy,0.126462424431493,-0.150697925567185,0.0292094293801245,0.500299356195778,-0.0415300242870108,-0.633282569841782
healthy,0.118613627242457,-0.1625628913501,0.0457900098287349,-0.103573051153057,0.13092615504598,0.442943199324277
healthy,-0.292583617564062,-0.153550279187549,-0.130009288343718,0.0091463461264854,-0.728319061530795,-0.108699385711646
healthy,-0.17041254386067,-0.153535228499894,-0.0083895909427707,0.473714870408202,-0.292662511665991,-0.368651531582084
moderate,-0.0584823175574157,-0.354925231594515,0.0234230915035451,-0.382573776020024,0.282869478089103,0.120715665265851
moderate,0.126823643707186,0.15510871939794,0.203745524357876,0.0200789692997061,0.261646073561368,0.50569430981883
moderate,-0.0550819777358669,-0.598727614577709,0.264967213679106,0.36210095396524,0.127406823151928,0.0401650539551945
severe,0.149873877917099,-0.187056173453991,0.334605686075079,0.339247144943028,0.217432816832583,0.23770407413335
severe,-0.255564162258825,-0.166555593511202,-0.0985303698883241,-0.203124154078654,0.25037714959354,-0.591442794038907
severe,-0.164784117278791,0.411219579121825,0.313364085443446,-0.0934978839833615,0.297802792670898,-0.0287366293793704
severe,0.167100564100382,-0.270413889714345,-0.506669727125436,-0.348519984277159,0.0226342617289912,0.193526045391507
