group,CD56,CD16,CD1c,CD38,CD34,CD94
healthy,0.322487488314549,-0.168815853726241,0.0048617369103896,0.113838872645296,0.134648563266547,0.528693046874761
healthy,-0.168125522022923,-0.33176274438351,0.052874834721951,0.308603639692119,0.118009806123438,-0.60387087362573
healthy,0.0084752130848222,0.0305925553697409,0.189181579999762,0.39348865563245,0.484003133800165,-0.0548545032658768
healthy,0.480781767801943,0.161453622440049,0.110646361333076,-0.467494868589912,0.125736808214206,0.5908742726909
healthy,0.279624510730539,0.2119313805122,0.213660343647404,-0.294903531656079,0.196351853188121,0.535063891459208
moderate,-0.365840162785046,-0.469901825303865,-0.0238032381416727,0.0790822581245748,0.105229742549561,-0.0546699627656572
moderate,0.337548087893344,0.410253275164947,-0.0612662932564211,-0.11637612031318,0.0999694207585738,0.623757390836582
moderate,0.0899001951405369,-0.563156246311824,-0.195758700966787,0.26336086664109,-0.170093735084224,0.321820193282125
severe,0.155454829579243,0.436951295552393,0.0792414568757435,-0.16207042313577,0.199588172408652,0.420777624238959
severe,-0.0295793838132663,0.123716589999849,0.144387763603455,0.155310725561664,0.0453422216181243,0.179624259245736
severe,0.244883544125943,0.278946570266052,0.510472772412906,-0.260084790254265,0.0102858259139804,0.571243139734199
severe,0.262325702581653,0.232395626981239,-0.13787998826399,0.394132697324956,-0.145134389834834,0.376456044909534
