group,CD3,CD279,CD16,CD38,CD34,TCR-Va7-2,CD94
healthy,0.328636194697311,0.0699350741515139,-0.0326288841627872,-0.1592360906337,-0.154093917217584,0.0459138353263744,-0.313029155844905
healthy,0.211475885811279,-0.112027350829096,-0.309300909083095,-0.445425180329846,0.0490150445909237,0.108236245444404,0.672083170821137
healthy,0.358746266548329,-0.0416033930264474,0.205785063728125,0.0795264806234488,0.0479426097039007,0.230197759105726,-0.323456182184123
healthy,-0.0886530486177299,-0.061201497176381,-0.16298317179676,0.672632140949793,-0.0511498487176034,-0.0365840386558949,-0.46641816811843
healthy,-0.0492428709886681,-0.0384293621019017,-0.441371788783245,-0.0168642913326376,-0.0651545487887979,0.0336820612196548,-0.12484352145005
moderate,-0.0035836391456512,-0.14551840562838,-0.215580042340402,-0.0554023203995918,0.0236808714291846,-0.0048568227323851,-0.398662906113028
moderate,0.200409328723441,0.053415843638724,0.0333265707864723,-0.100816663287012,0.255139830279431,0.181308344119494,0.385952403242034
moderate,0.205865299638558,0.098264868781835,0.597772545899151,-0.431896042075462,0.191340614763273,0.0561962094680663,-0.149782180374579
severe,-0.0710198876570935,-0.188543982653177,-0.410247923629307,-0.347150585884222,0.0086733776112493,-0.209378216279274,-0.124463167692344
severe,0.0814239094106399,0.451060183069148,-0.0110574330510943,0.0945571629090976,0.0957983421500974,-0.087142036880483,0.167834832461955
severe,-0.383772017792258,-0.156730692314577,-0.224491274145445,0.274169297823239,-0.572234781681112,-0.484320132106316,0.0095104559136487
severe,-0.463481817329004,-0.0383206876762598,0.699597910039243,0.326563533713214,0.0040778981880042,-0.0197568102898891,0.110223771142105
