group,CD19,CD20,CD69,CD197,CD16,CD38,CD94
healthy,0.0001744589664055,0.0547368555160084,0.229023526469026,0.155808491653531,0.188792031772036,0.28748523567951,-0.17973154058585
healthy,-0.0764313176519637,0.402079115138023,0.0887439712477832,0.0356740765267086,0.442068172807045,0.210810466797125,-0.352104892169249
healthy,0.0674047972422306,0.0644350444339752,-0.0701329966405973,0.0135459261538255,0.685367624513304,0.534945486737468,-0.476682104576826
healthy,0.177135932682127,0.155812496572148,0.206254212063955,0.231436981703358,0.465130886987071,0.464339617572254,-0.18552393455973
healthy,-0.0177971589997476,0.0005432972589124,0.0871600328176537,-0.0165563719978469,0.585401727573829,0.407588239052365,-0.0092764286969685
moderate,-0.468444020593249,-0.414834180153243,-0.113353152211933,-0.422560209149996,0.210283545875101,0.209118553282938,0.141963233380189
moderate,0.0514764569554972,-0.0027124482354925,0.0537185878509013,0.0989998888682168,0.339497521755901,0.503579546281508,-0.137106766006163
moderate,0.0818827964764461,-0.0444521669443607,-0.301132705739913,-0.0008203173137642,-0.387281172490405,0.651124414174021,0.114994495913796
severe,0.100796947412046,-0.0553678540238778,0.0644246951463806,-0.0045471317361458,0.729214092553126,0.14045708786672,0.132871661619473
severe,0.0968230844396168,-0.080364062159381,-0.0662056481048515,-0.306269803224808,0.595078621805758,-0.0890808353537759,-0.14028644504559
severe,-0.249565660528778,0.0004169111126598,-0.242000738159553,-0.114465436122862,-0.0449119370642951,0.550355551827473,0.232664067153688
severe,0.0688439859746859,0.177732238240676,0.445627126076802,0.0735072882308657,0.759036210155756,0.218001698625876,0.103706669134404
