group,CD20,CD16,CD86,CD38,TCR-Va7-2,CD94
healthy,0.539199793783347,-0.231352015507112,0.0083677320359193,-0.0713319356437914,-0.0498487230145863,-0.0893813183474615
healthy,0.110181634171939,-0.58823914557622,0.0212570378479346,0.456179673696108,-0.136488961281344,-0.22566684124153
healthy,-0.0263477591111424,0.147448488132669,-0.141746294487427,0.0748749976481251,-0.474499983137107,-0.56349067418717
healthy,0.0184450620191793,0.174568790696507,-0.534529456761124,0.0376078279248906,0.186479392648954,0.0469839629138252
healthy,0.0534456291705166,-0.338811993092511,0.0308654548122802,-0.162497588287431,0.111138021057814,-0.0283370257353487
moderate,-0.358454907924109,0.230285155454335,-0.0023336149804592,0.10764717305878,-0.157508388717986,0.225910194114241
moderate,-0.134918044977502,0.0304158121891286,-0.157826791949671,-0.142894562678669,-0.24079643674546,-0.102192054211647
moderate,0.0479641108044298,0.60159776062379,0.121355769012674,-0.438003913573415,0.0305358210071787,-0.135705012847634
severe,-0.157637967297332,0.498819480048658,0.0218192132670669,0.011342691013751,-0.0097704358586658,0.289017466586126
severe,-0.0259691278971485,-0.609569812130795,-0.171363690823767,0.0800245137331629,0.058626427190624,0.0754655167090854
severe,-0.0604868539283945,-0.150744026384119,-0.0690486331812551,0.362881184088988,-0.37400771406259,-0.0180630241813185
severe,0.0710806370356584,-0.477763827847299,-0.0255252888386981,0.432892910337249,-0.102587783981396,0.0134061389517314
