group,CD3,CD20,CD95,CD16,CD11c,CD38,CD94
healthy,-0.147429545951977,0.383113423050219,-0.0561075283222982,0.0113143055941902,0.0592995932797318,0.420123772282111,0.255558436589155
healthy,-0.0192277637602232,0.123806975519387,-0.0611562841475185,-0.135193353837152,0.147436802970469,0.575196374403103,-0.548354431124218
healthy,-0.0571407460703749,-0.298410210223259,0.0520276294082904,-0.44298111792947,0.0215007501775757,-0.0290141693038597,0.325498074227568
healthy,0.0960361347602159,0.0252917308603863,0.0543962646200254,0.334707121581267,0.0929461114615311,0.135499598545947,0.104915306855362
healthy,0.0032646545753486,-0.0029065756956789,0.0340051322311847,0.33809227750527,0.123090128429938,0.168381759016746,0.230384464063409
moderate,0.0263278593778834,0.0320754028594497,0.205135533086168,0.154232349355329,0.40253818080674,0.255476601680356,0.232112221709624
moderate,0.0848180975567538,0.0967985547555258,0.13373296917072,-0.0113949222853849,0.0660570554237704,0.402933883544739,0.0231363279527651
moderate,-0.369540942950297,-0.14362224801325,-0.376297104098187,-0.341596779587683,0.398225414957714,0.431806462151716,0.0931644471469723
severe,0.137274672946459,0.16783084864279,0.207759578411998,0.554314158372035,0.265165706811234,0.290059510887584,0.143814957926692
severe,0.0160375235062657,0.701566017926609,0.0967049343930492,0.424676358858568,0.115503486553784,0.222755889568236,0.109671209216496
severe,0.129737802697561,-0.527878953812766,-0.009556381395548,0.271045079434482,0.10394148832593,0.0031108985164482,0.0858335751343338
severe,-0.261705226589655,-0.455938321285627,-0.165318897444121,0.594536193083227,0.11891469816737,0.202292048668616,0.0672448689327513
