group,CD69,CD16,CD370,CD38,TCR-Va7-2,CD94
healthy,0.0023458521212718,0.0022434192005154,0.200440871790386,-0.362469059165614,0.591306614069346,0.030023164867143
healthy,0.105303819126664,-0.149953708964214,0.0673523994434614,-0.728492978370779,0.0529846746108475,0.547436772652958
healthy,0.0674035110291725,-0.0901067794806757,0.0135851823759946,-0.0637476761721032,0.275220096589836,0.667069008856277
healthy,-0.345190571718881,-0.198917494043269,-0.510669348972027,-0.100138685769989,-0.18947560879348,0.140638184006158
healthy,-0.246737136701685,-0.221093308652634,-0.195619402759207,0.415763353473971,-0.142352059842109,-0.361542869580505
moderate,0.288786263215728,0.131035279716964,-0.100845935741328,0.125442447178087,-0.0394113604791958,0.250077749659496
moderate,-0.0310336427264758,0.221345076344342,-0.154856046402085,-0.235028322080411,-0.265711234165056,0.248049590489713
moderate,0.247993533494736,0.595107410284933,0.104297652638227,-0.438278406183791,0.0283299931134353,-0.0822798358897137
severe,0.0802947688640204,-0.704297776998307,0.0677710254817269,-0.228430776023617,0.0670168365791214,0.074778032744337
severe,-0.0943696111318712,-0.350791680488639,-0.151887378999336,0.0733227850975011,0.119014441350776,-0.119179833894242
severe,0.181251863987963,0.300290857187697,0.0366612851202351,0.0688499957376564,-0.14468661658994,-0.050733834963817
severe,0.542058303169316,9.28833697295847e-05,0.127765592805511,-0.450983133278038,0.108237091407237,-0.23519858353437
