TF_name	target_id	target_name	target_synonyms
ARNT	ENSG00000001617	SEMA3F	SEMA-IV,SEMA4,SEMAK
ARNT	ENSG00000002330	BAD	BBC2,BCL2L8
ARNT	ENSG00000003393	ALS2	ALS2CR6,ALSJ,IAHSP,PLSJ
ARNT	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
ARNT	ENSG00000004399	PLXND1	PLEXD1
ARNT	ENSG00000004455	AK2	ADK2
ARNT	ENSG00000004478	FKBP4	FKBP51,FKBP52,FKBP59,HBI,Hsp56,PPIase,p52
ARNT	ENSG00000004660	CAMKK1	CAMKKA
ARNT	ENSG00000004776	HSPB6	HEL55,Hsp20,PPP1R91
ARNT	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
ARNT	ENSG00000004897	CDC27	ANAPC3,APC3,CDC27Hs,D0S1430E,D17S978E,H-NUC,HNUC,NUC2
ARNT	ENSG00000004961	HCCS	CCHL,LSDMCA1,MCOPS7,MLS
ARNT	ENSG00000005175	RPAP3	-
ARNT	ENSG00000005243	COPZ2	zeta2-COP
ARNT	ENSG00000005339	CREBBP	CBP,KAT3A,RSTS
ARNT	ENSG00000005483	KMT2E	HDCMC04P,MLL5,NKp44L
ARNT	ENSG00000005486	RHBDD2	NPD007,RHBDL7
ARNT	ENSG00000005844	ITGAL	CD11A,LFA-1,LFA1A
ARNT	ENSG00000005882	PDK2	PDHK2,PDKII
ARNT	ENSG00000005884	ITGA3	CD49C,FRP-2,GAP-B3,GAPB3,ILNEB,MSK18,VCA-2,VL3A,VLA3a
ARNT	ENSG00000005889	ZFX	ZNF926
ARNT	ENSG00000006007	GDE1	363E6.2,MIR16
ARNT	ENSG00000006015	C19orf60	-
ARNT	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
ARNT	ENSG00000006047	YBX2	CONTRIN,CSDA3,DBPC,MSY2
ARNT	ENSG00000006062	MAP3K14	FTDCR1B,HS,HSNIK,NIK
ARNT	ENSG00000006451	RALA	RAL
ARNT	ENSG00000006468	ETV1	ER81
