TF_name	target_id	target_name	target_synonyms
FOXH1	ENSG00000006712	PAF1	F23149_1,PD2
FOXH1	ENSG00000007545	CRAMP1L	CRAMP1L,HN1L,TCE4
FOXH1	ENSG00000008083	JARID2	JMJ
FOXH1	ENSG00000012660	ELOVL5	HELO1,SCA38,dJ483K16.1
FOXH1	ENSG00000015285	WAS	IMD2,SCNX,THC,THC1,WASP,WASPA
FOXH1	ENSG00000018408	WWTR1	TAZ
FOXH1	ENSG00000028839	TBPL1	MGC:8389,MGC:9620,STUD,TLF,TLP,TRF2
FOXH1	ENSG00000043514	TRIT1	GRO1,IPPT,IPT,IPTase,MOD5,hGRO1
FOXH1	ENSG00000049759	NEDD4L	NEDD4-2,NEDD4.2,PVNH7,RSP5,hNEDD4-2
FOXH1	ENSG00000050344	NFE2L3	NRF3
FOXH1	ENSG00000053372	MRTO4	C1orf33,MRT4,dJ657E11.4
FOXH1	ENSG00000058335	RASGRF1	CDC25,CDC25L,GNRP,GRF1,GRF55,H-GRF55,PP13187,ras-GRF1
FOXH1	ENSG00000063322	MED29	IXL,MED2
FOXH1	ENSG00000064012	CASP8	ALPS2B,CAP4,Casp-8,FLICE,MACH,MCH5
FOXH1	ENSG00000064309	CDON	CDO,CDON1,HPE11,ORCAM
FOXH1	ENSG00000065621	GSTO2	GSTO 2-2,bA127L20.1
FOXH1	ENSG00000065717	TLE2	ESG,ESG2,GRG2
FOXH1	ENSG00000066044	ELAVL1	ELAV1,HUR,Hua,MelG
FOXH1	ENSG00000068697	LAPTM4A	HUMORF13,LAPTM4,MBNT,Mtrp
FOXH1	ENSG00000069020	MAST4	-
FOXH1	ENSG00000070182	SPTB	hsa-mir-7855
FOXH1	ENSG00000071054	MAP4K4	FLH21957,HEL-S-31,HGK,MEKKK4,NIK
FOXH1	ENSG00000072121	ZFYVE26	FYVE-CENT,SPG15
FOXH1	ENSG00000072518	MARK2	EMK-1,EMK1,PAR-1,Par-1b,Par1b
FOXH1	ENSG00000075218	GTSE1	B99
FOXH1	ENSG00000075292	ZNF638	NP220,ZFML,Zfp638
FOXH1	ENSG00000075391	RASAL2	NGAP
FOXH1	ENSG00000077044	DGKD	DGKdelta,dgkd-2
FOXH1	ENSG00000078269	SYNJ2	INPP5H
FOXH1	ENSG00000079102	RUNX1T1	AML1-MTG8,AML1T1,CBFA2T1,CDR,ETO,MTG8,ZMYND2
FOXH1	ENSG00000081026	MAGI3	MAGI-3,dJ730K3.2
FOXH1	ENSG00000082014	SMARCD3	BAF60C,CRACD3,Rsc6p
FOXH1	ENSG00000082146	STRADB	ALS2CR2,CALS-21,ILPIP,ILPIPA,PAPK,PRO1038
FOXH1	ENSG00000082212	ME2	ODS1
FOXH1	ENSG00000089006	SNX5	-
FOXH1	ENSG00000089692	LAG3	CD223
FOXH1	ENSG00000089693	MLF2	NTN4
FOXH1	ENSG00000089820	ARHGAP4	C1,RGC1,RhoGAP4,SrGAP4,p115
FOXH1	ENSG00000090924	PLEKHG2	ARHGEF42,CLG,LDAMD
FOXH1	ENSG00000099385	BCL7C	-
FOXH1	ENSG00000100030	MAPK1	ERK,ERK-2,ERK2,ERT1,MAPK2,P42MAPK,PRKM1,PRKM2,p38,p40,p41,p41mapk,p42-MAPK
FOXH1	ENSG00000100234	TIMP3	HSMRK222,K222,K222TA2,SFD
FOXH1	ENSG00000100263	RHBDD3	C22orf3,HS984G1A,PTAG
