TF_name	target_id	target_name	target_synonyms
SPI1	ENSG00000000003	TSPAN6	TM4SF6,T245,TSPAN-6
SPI1	ENSG00000000419	DPM1	CDGIE,MPDS
SPI1	ENSG00000000938	FGR	SRC2,c-fgr,c-src2,p55-Fgr,p55c-fgr,p58-Fgr,p58c-fgr
SPI1	ENSG00000001036	FUCA2	dJ20N2.5
SPI1	ENSG00000001084	GCLC	GCL,GCS,GLCL,GLCLC
SPI1	ENSG00000001167	NFYA	CBF-A,CBF-B,HAP2,NF-YA
SPI1	ENSG00000001460	STPG1	C1orf201,MAPO2
SPI1	ENSG00000001461	NIPAL3	DJ462O23.2,NPAL3
SPI1	ENSG00000001617	SEMA3F	SEMA-IV,SEMA4,SEMAK
SPI1	ENSG00000001629	ANKIB1	-
SPI1	ENSG00000002079	MYH16	-
SPI1	ENSG00000002330	BAD	BBC2,BCL2L8
SPI1	ENSG00000002586	CD99	HBA71,MIC2,MIC2X,MIC2Y,MSK5X
SPI1	ENSG00000002822	MAD1L1	MAD1,PIG9,TP53I9,TXBP181
SPI1	ENSG00000002834	LASP1	Lasp-1,MLN50
SPI1	ENSG00000003249	DBNDD1	-
SPI1	ENSG00000003400	CASP10	ALPS2,FLICE2,MCH4
SPI1	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
SPI1	ENSG00000003756	RBM5	G15,H37,LUCA15,RMB5
SPI1	ENSG00000004059	ARF5	-
SPI1	ENSG00000004139	SARM1	MyD88-5,SAMD2,SARM
SPI1	ENSG00000004142	POLDIP2	PDIP38,POLD4,p38
SPI1	ENSG00000004399	PLXND1	PLEXD1
SPI1	ENSG00000004455	AK2	ADK2
SPI1	ENSG00000004478	FKBP4	FKBP51,FKBP52,FKBP59,HBI,Hsp56,PPIase,p52
SPI1	ENSG00000004534	RBM6	3G2,DEF-3,DEF3,HLC-11,NY-LU-12,g16
SPI1	ENSG00000004660	CAMKK1	CAMKKA
SPI1	ENSG00000004776	HSPB6	HEL55,Hsp20,PPP1R91
SPI1	ENSG00000004777	ARHGAP33	NOMA-GAP,SNX26,TCGAP
SPI1	ENSG00000004779	NDUFAB1	ACP,FASN2A,SDAP
SPI1	ENSG00000004799	PDK4	-
SPI1	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
SPI1	ENSG00000004866	ST7	hsa-mir-6132
SPI1	ENSG00000004897	CDC27	ANAPC3,APC3,CDC27Hs,D0S1430E,D17S978E,H-NUC,HNUC,NUC2
SPI1	ENSG00000004939	SLC4A1	AE1,BND3,CD233,CHC,DI,EMPB3,EPB3,FR,RTA1A,SAO,SPH4,SW,WD,WD1,WR
SPI1	ENSG00000004961	HCCS	CCHL,LSDMCA1,MCOPS7,MLS
SPI1	ENSG00000004975	DVL2	-
SPI1	ENSG00000005001	PRSS22	BSSP-4,SP001LA,hBSSP-4
SPI1	ENSG00000005007	UPF1	HUPF1,NORF1,RENT1,pNORF1,smg-2
SPI1	ENSG00000005022	SLC25A5	2F1,AAC2,ANT2,T2,T3
SPI1	ENSG00000005075	POLR2J	POLR2J1,RPB11,RPB11A,RPB11m,hRPB14
SPI1	ENSG00000005100	DHX33	DDX33
SPI1	ENSG00000005102	MEOX1	KFS2,MOX1
SPI1	ENSG00000005175	RPAP3	-
SPI1	ENSG00000005187	ACSM3	SA,SAH
SPI1	ENSG00000005189	AC004381.6	-
SPI1	ENSG00000005194	CIAPIN1	Anamorsin,DRE2,PRO0915
SPI1	ENSG00000005238	FAM214B	KIAA1539
SPI1	ENSG00000005243	COPZ2	zeta2-COP
SPI1	ENSG00000005339	CREBBP	CBP,KAT3A,RSTS
SPI1	ENSG00000005379	BZRAP1	BZRAP1,PBR-IP,PRAX-1,PRAX1,RIM-BP1,RIMBP1
SPI1	ENSG00000005381	MPO	-
SPI1	ENSG00000005448	WDR54	-
SPI1	ENSG00000005486	RHBDD2	NPD007,RHBDL7
SPI1	ENSG00000005700	IBTK	BTBD26,BTKI
SPI1	ENSG00000005801	ZNF195	HRF1,ZNFP104
SPI1	ENSG00000005844	ITGAL	CD11A,LFA-1,LFA1A
SPI1	ENSG00000005882	PDK2	PDHK2,PDKII
SPI1	ENSG00000005884	ITGA3	CD49C,FRP-2,GAP-B3,GAPB3,ILNEB,MSK18,VCA-2,VL3A,VLA3a
SPI1	ENSG00000005961	ITGA2B	BDPLT16,BDPLT2,CD41,CD41B,GP2B,GPIIb,GT,GTA,HPA3,PPP1R93
SPI1	ENSG00000005981	ASB4	ASB-4
SPI1	ENSG00000006007	GDE1	363E6.2,MIR16
SPI1	ENSG00000006015	C19orf60	-
SPI1	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
SPI1	ENSG00000006025	OSBPL7	ORP7
SPI1	ENSG00000006042	TMEM98	TADA1
SPI1	ENSG00000006047	YBX2	CONTRIN,CSDA3,DBPC,MSY2
SPI1	ENSG00000006062	MAP3K14	FTDCR1B,HS,HSNIK,NIK
SPI1	ENSG00000006071	ABCC8	ABC36,HHF1,HI,HRINS,MRP8,PHHI,SUR,SUR1,SUR1delta2,TNDM2
SPI1	ENSG00000006118	TMEM132A	GBP,HSPA5BP1
SPI1	ENSG00000006282	SPATA20	HEL-S-98,SSP411,Tisp78
SPI1	ENSG00000006283	CACNA1G	Ca(V)T.1,Cav3.1,NBR13,SCA42
SPI1	ENSG00000006327	TNFRSF12A	CD266,FN14,TWEAKR
SPI1	ENSG00000006432	MAP3K9	MEKK9,MLK1,PRKE1
SPI1	ENSG00000006451	RALA	RAL
SPI1	ENSG00000006468	ETV1	ER81
SPI1	ENSG00000006534	ALDH3B1	ALDH4,ALDH7
SPI1	ENSG00000006576	PHTF2	-
SPI1	ENSG00000006625	GGCT	C7orf24,CRF21,GCTG,GGC
SPI1	ENSG00000006638	TBXA2R	BDPLT13,TXA2-R
SPI1	ENSG00000006652	IFRD1	PC4,TIS7
SPI1	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
SPI1	ENSG00000006712	PAF1	F23149_1,PD2
SPI1	ENSG00000006740	ARHGAP44	NPC-A-10,RICH2
SPI1	ENSG00000006744	ELAC2	COXPD17,ELC2,HPC2
SPI1	ENSG00000006831	ADIPOR2	ACDCR2,PAQR2
SPI1	ENSG00000006837	CDKL3	NKIAMRE
SPI1	ENSG00000007001	UPP2	UDRPASE2,UP2,UPASE2
SPI1	ENSG00000007038	PRSS21	ESP-1,ESP1,TEST1,TESTISIN
SPI1	ENSG00000007047	MARK4	MARK4L,MARK4S,MARKL1,MARKL1L,PAR-1D
SPI1	ENSG00000007171	NOS2	HEP-NOS,INOS,NOS,NOS2A
SPI1	ENSG00000007202	KIAA0100	BCOX,BCOX1,CT101,FMP27
SPI1	ENSG00000007237	GAS7	MLL/GAS7
SPI1	ENSG00000007255	TRAPPC6A	TRS33
SPI1	ENSG00000007264	MATK	CHK,CTK,HHYLTK,HYL,HYLTK,Lsk
SPI1	ENSG00000007314	SCN4A	CMS16,HOKPP2,HYKPP,HYPP,NAC1A,Na(V)1.4,Nav1.4,SkM1
SPI1	ENSG00000007350	TKTL1	TKR,TKT2
SPI1	ENSG00000007384	RHBDF1	C16orf8,Dist1,EGFR-RS,gene-89,gene-90,hDist1
SPI1	ENSG00000007392	LUC7L	LUC7B1,Luc7,SR+89,hLuc7B1
SPI1	ENSG00000007402	CACNA2D2	CACNA2D
SPI1	ENSG00000007516	BAIAP3	BAP3
SPI1	ENSG00000007520	TSR3	C16orf42
SPI1	ENSG00000007541	PIGQ	GPI1,c407A10.1
SPI1	ENSG00000007866	TEAD3	DTEF-1,ETFR-1,TEAD-3,TEAD5,TEF-5,TEF5
SPI1	ENSG00000007923	DNAJC11	dJ126A5.1
SPI1	ENSG00000007968	E2F2	E2F-2
SPI1	ENSG00000008056	SYN1	SYN1a,SYN1b,SYNI
SPI1	ENSG00000008083	JARID2	JMJ
SPI1	ENSG00000008130	NADK	dJ283E3.1
SPI1	ENSG00000008226	DLEC1	CFAP81,DLC-1,DLC1,F56
SPI1	ENSG00000008256	CYTH3	ARNO3,GRP1,PSCD3,cytohesin-3
SPI1	ENSG00000008282	SYPL1	H-SP1,SYPL
SPI1	ENSG00000008283	CYB561	CYB561A1,FRRS2
SPI1	ENSG00000008294	SPAG9	CT89,HLC-6,HLC4,HLC6,JIP-4,JIP4,JLP,PHET,PIG6
SPI1	ENSG00000008300	CELSR3	-
SPI1	ENSG00000008323	PLEKHG6	MyoGEF
SPI1	ENSG00000008382	MPND	-
SPI1	ENSG00000008405	CRY1	PHLL1
SPI1	ENSG00000008438	PGLYRP1	PGLYRP,PGRP,PGRP-S,PGRPS,TAG7,TNFSF3L
SPI1	ENSG00000008441	NFIX	CTF,MRSHSS,NF-I/X,NF1-X,NF1A,SOTOS2
SPI1	ENSG00000008513	ST3GAL1	Gal-NAc6S,SIAT4A,SIATFL,ST3GalA,ST3GalA.1,ST3GalIA,ST3GalIA,1,ST3O
SPI1	ENSG00000008516	MMP25	MMP-25,MMP20,MMP20A,MMPL1,MT-MMP 6,MT-MMP6,MT6-MMP,MT6MMP,MTMMP6
SPI1	ENSG00000008517	IL32	IL-32alpha,IL-32beta,IL-32delta,IL-32gamma,NK4,TAIF,TAIFa,TAIFb,TAIFc,TAIFd
SPI1	ENSG00000008710	PKD1	MIR6511B-1,hsa-mir-6511b-1
SPI1	ENSG00000008735	MAPK8IP2	IB-2,IB2,JIP2,PRKM8IPL
SPI1	ENSG00000008838	MED24	hsa-mir-6884
SPI1	ENSG00000008853	RHOBTB2	DBC2
SPI1	ENSG00000008988	RPS20	S20
SPI1	ENSG00000009307	CSDE1	D1S155E,UNR
SPI1	ENSG00000009335	UBE3C	HECTH2
SPI1	ENSG00000009780	FAM76A	-
SPI1	ENSG00000009790	TRAF3IP3	T3JAM
SPI1	ENSG00000009830	POMT2	LGMD2N,MDDGA2,MDDGB2,MDDGC2
SPI1	ENSG00000009950	MLXIPL	CHREBP,MIO,MLX,MONDOB,WBSCR14,WS-bHLH,bHLHd14
SPI1	ENSG00000010030	ETV7	TEL-2,TEL2,TELB
SPI1	ENSG00000010072	SPRTN	C1orf124,DVC1,PRO4323,spartan
SPI1	ENSG00000010219	DYRK4	-
SPI1	ENSG00000010244	ZNF207	MIRN632,hsa-mir-632
SPI1	ENSG00000010256	UQCRC1	D3S3191,QCR1,UQCR1
SPI1	ENSG00000010278	CD9	BTCC-1,DRAP-27,MIC3,MRP-1,TSPAN-29,TSPAN29
SPI1	ENSG00000010282	HHATL	C3orf3,GUP1,MBOAT3,MSTP002,OACT3
SPI1	ENSG00000010292	NCAPD2	CAP-D2,CNAP1,hCAP-D2
SPI1	ENSG00000010295	IFFO1	HOM-TES-103,IFFO
SPI1	ENSG00000010310	GIPR	PGQTL2
SPI1	ENSG00000010318	PHF7	HSPC045,HSPC226,NYD-SP6
SPI1	ENSG00000010319	SEMA3G	sem2
SPI1	ENSG00000010322	NISCH	I-1,IR1,IRAS,hIRAS
SPI1	ENSG00000010327	STAB1	CLEVER-1,FEEL-1,FELE-1,FEX1,SCARH2,STAB-1
SPI1	ENSG00000010361	FUZ	FY,NTD
SPI1	ENSG00000010379	SLC6A13	GAT-2,GAT2,GAT3
SPI1	ENSG00000010404	IDS	MPS2,SIDS
SPI1	ENSG00000010438	PRSS3	MTG,PRSS4,T9,TRY3,TRY4
SPI1	ENSG00000010610	CD4	CD4mut
SPI1	ENSG00000010626	LRRC23	LRPB7
SPI1	ENSG00000010671	BTK	AGMX1,AT,ATK,BPK,IMD1,PSCTK1,XLA
SPI1	ENSG00000010704	HFE	HFE1,HH,HLA-H,MVCD7,TFQTL2
SPI1	ENSG00000010803	SCMH1	Scml3
SPI1	ENSG00000010810	FYN	SLK,SYN,p59-FYN
SPI1	ENSG00000010818	HIVEP2	HIV-EP2,MBP-2,MIBP1,MRD43,SHN2,ZAS2,ZNF40B
SPI1	ENSG00000010932	FMO1	-
SPI1	ENSG00000011009	LYPLA2	APT-2,APT2,DJ886K2.4
SPI1	ENSG00000011021	CLCN6	CLC-6
SPI1	ENSG00000011028	MRC2	CD280,CLEC13E,ENDO180,UPARAP
SPI1	ENSG00000011052	NME2	NM23-LV,NMELV
SPI1	ENSG00000011083	SLC6A7	PROT
SPI1	ENSG00000011105	TSPAN9	NET-5,NET5,PP1057
SPI1	ENSG00000011243	AKAP8L	HA95,HAP95,NAKAP,NAKAP95
SPI1	ENSG00000011275	RNF216	CAHH,TRIAD3,U7I1,UBCE7IP1,ZIN
SPI1	ENSG00000011304	PTBP1	mir-4745
SPI1	ENSG00000011332	DPF1	BAF45b,NEUD4,neuro-d4
SPI1	ENSG00000011347	SYT7	IPCA-7,IPCA7,PCANAP7,SYT-VII,SYTVII
SPI1	ENSG00000011376	LARS2	HLASA,LEURS,PRLTS4,mtLeuRS
