TF_name	target_id	target_name	target_synonyms
E2F6	ENSG00000000419	DPM1	CDGIE,MPDS
E2F6	ENSG00000000938	FGR	SRC2,c-fgr,c-src2,p55-Fgr,p55c-fgr,p58-Fgr,p58c-fgr
E2F6	ENSG00000001036	FUCA2	dJ20N2.5
E2F6	ENSG00000001084	GCLC	GCL,GCS,GLCL,GLCLC
E2F6	ENSG00000001460	STPG1	C1orf201,MAPO2
E2F6	ENSG00000001461	NIPAL3	DJ462O23.2,NPAL3
E2F6	ENSG00000001617	SEMA3F	SEMA-IV,SEMA4,SEMAK
E2F6	ENSG00000001629	ANKIB1	-
E2F6	ENSG00000001630	CYP51A1	CP51,CYP51,CYPL1,LDM,P450-14DM,P450L1
E2F6	ENSG00000002330	BAD	BBC2,BCL2L8
E2F6	ENSG00000002586	CD99	HBA71,MIC2,MIC2X,MIC2Y,MSK5X
E2F6	ENSG00000002822	MAD1L1	MAD1,PIG9,TP53I9,TXBP181
E2F6	ENSG00000002834	LASP1	Lasp-1,MLN50
E2F6	ENSG00000003147	ICA1	ICA69,ICAp69
E2F6	ENSG00000003249	DBNDD1	-
E2F6	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
E2F6	ENSG00000003509	NDUFAF7	C2orf56,MidA,PRO1853
E2F6	ENSG00000003756	RBM5	G15,H37,LUCA15,RMB5
E2F6	ENSG00000004059	ARF5	-
E2F6	ENSG00000004139	SARM1	MyD88-5,SAMD2,SARM
E2F6	ENSG00000004142	POLDIP2	PDIP38,POLD4,p38
E2F6	ENSG00000004399	PLXND1	PLEXD1
E2F6	ENSG00000004455	AK2	ADK2
E2F6	ENSG00000004534	RBM6	3G2,DEF-3,DEF3,HLC-11,NY-LU-12,g16
E2F6	ENSG00000004660	CAMKK1	CAMKKA
E2F6	ENSG00000004776	HSPB6	HEL55,Hsp20,PPP1R91
E2F6	ENSG00000004777	ARHGAP33	NOMA-GAP,SNX26,TCGAP
E2F6	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
E2F6	ENSG00000004939	SLC4A1	AE1,BND3,CD233,CHC,DI,EMPB3,EPB3,FR,RTA1A,SAO,SPH4,SW,WD,WD1,WR
E2F6	ENSG00000004975	DVL2	-
E2F6	ENSG00000005022	SLC25A5	2F1,AAC2,ANT2,T2,T3
E2F6	ENSG00000005187	ACSM3	SA,SAH
E2F6	ENSG00000005189	AC004381.6	-
E2F6	ENSG00000005194	CIAPIN1	Anamorsin,DRE2,PRO0915
E2F6	ENSG00000005238	FAM214B	KIAA1539
E2F6	ENSG00000005243	COPZ2	zeta2-COP
E2F6	ENSG00000005339	CREBBP	CBP,KAT3A,RSTS
E2F6	ENSG00000005379	BZRAP1	BZRAP1,PBR-IP,PRAX-1,PRAX1,RIM-BP1,RIMBP1
E2F6	ENSG00000005381	MPO	-
E2F6	ENSG00000005513	SOX8	-
E2F6	ENSG00000005810	MYCBP2	Myc-bp2,PAM,Phr
E2F6	ENSG00000005844	ITGAL	CD11A,LFA-1,LFA1A
E2F6	ENSG00000005882	PDK2	PDHK2,PDKII
E2F6	ENSG00000005884	ITGA3	CD49C,FRP-2,GAP-B3,GAPB3,ILNEB,MSK18,VCA-2,VL3A,VLA3a
E2F6	ENSG00000006015	C19orf60	-
E2F6	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
E2F6	ENSG00000006025	OSBPL7	ORP7
E2F6	ENSG00000006047	YBX2	CONTRIN,CSDA3,DBPC,MSY2
E2F6	ENSG00000006062	MAP3K14	FTDCR1B,HS,HSNIK,NIK
E2F6	ENSG00000006071	ABCC8	ABC36,HHF1,HI,HRINS,MRP8,PHHI,SUR,SUR1,SUR1delta2,TNDM2
E2F6	ENSG00000006118	TMEM132A	GBP,HSPA5BP1
E2F6	ENSG00000006125	AP2B1	ADTB2,AP105B,AP2-BETA,CLAPB1
E2F6	ENSG00000006282	SPATA20	HEL-S-98,SSP411,Tisp78
E2F6	ENSG00000006283	CACNA1G	Ca(V)T.1,Cav3.1,NBR13,SCA42
E2F6	ENSG00000006327	TNFRSF12A	CD266,FN14,TWEAKR
E2F6	ENSG00000006451	RALA	RAL
E2F6	ENSG00000006459	KDM7A	JHDM1D
E2F6	ENSG00000006534	ALDH3B1	ALDH4,ALDH7
E2F6	ENSG00000006607	FARP2	FIR,FRG,PLEKHC3
E2F6	ENSG00000006625	GGCT	C7orf24,CRF21,GCTG,GGC
E2F6	ENSG00000006638	TBXA2R	BDPLT13,TXA2-R
E2F6	ENSG00000006652	IFRD1	PC4,TIS7
E2F6	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
E2F6	ENSG00000006712	PAF1	F23149_1,PD2
E2F6	ENSG00000006831	ADIPOR2	ACDCR2,PAQR2
E2F6	ENSG00000007047	MARK4	MARK4L,MARK4S,MARKL1,MARKL1L,PAR-1D
E2F6	ENSG00000007080	CCDC124	-
E2F6	ENSG00000007168	PAFAH1B1	LIS1,LIS2,MDCR,MDS,NudF,PAFAH
E2F6	ENSG00000007202	KIAA0100	BCOX,BCOX1,CT101,FMP27
E2F6	ENSG00000007237	GAS7	MLL/GAS7
E2F6	ENSG00000007255	TRAPPC6A	TRS33
E2F6	ENSG00000007264	MATK	CHK,CTK,HHYLTK,HYL,HYLTK,Lsk
E2F6	ENSG00000007314	SCN4A	CMS16,HOKPP2,HYKPP,HYPP,NAC1A,Na(V)1.4,Nav1.4,SkM1
E2F6	ENSG00000007350	TKTL1	TKR,TKT2
E2F6	ENSG00000007376	RPUSD1	C16orf40,RLUCL
E2F6	ENSG00000007384	RHBDF1	C16orf8,Dist1,EGFR-RS,gene-89,gene-90,hDist1
E2F6	ENSG00000007392	LUC7L	LUC7B1,Luc7,SR+89,hLuc7B1
E2F6	ENSG00000007402	CACNA2D2	CACNA2D
E2F6	ENSG00000007516	BAIAP3	BAP3
E2F6	ENSG00000007520	TSR3	C16orf42
E2F6	ENSG00000007541	PIGQ	GPI1,c407A10.1
E2F6	ENSG00000007545	CRAMP1L	CRAMP1L,HN1L,TCE4
E2F6	ENSG00000007866	TEAD3	DTEF-1,ETFR-1,TEAD-3,TEAD5,TEF-5,TEF5
E2F6	ENSG00000007923	DNAJC11	dJ126A5.1
E2F6	ENSG00000007968	E2F2	E2F-2
E2F6	ENSG00000008128	CDK11A	CDC2L2,CDC2L3,CDK11-p110,CDK11-p46,CDK11-p58,PITSLRE,p58GTA
E2F6	ENSG00000008130	NADK	dJ283E3.1
E2F6	ENSG00000008226	DLEC1	CFAP81,DLC-1,DLC1,F56
E2F6	ENSG00000008256	CYTH3	ARNO3,GRP1,PSCD3,cytohesin-3
E2F6	ENSG00000008282	SYPL1	H-SP1,SYPL
E2F6	ENSG00000008283	CYB561	CYB561A1,FRRS2
E2F6	ENSG00000008294	SPAG9	CT89,HLC-6,HLC4,HLC6,JIP-4,JIP4,JLP,PHET,PIG6
E2F6	ENSG00000008300	CELSR3	-
E2F6	ENSG00000008323	PLEKHG6	MyoGEF
E2F6	ENSG00000008382	MPND	-
E2F6	ENSG00000008405	CRY1	PHLL1
E2F6	ENSG00000008441	NFIX	CTF,MRSHSS,NF-I/X,NF1-X,NF1A,SOTOS2
E2F6	ENSG00000008513	ST3GAL1	Gal-NAc6S,SIAT4A,SIATFL,ST3GalA,ST3GalA.1,ST3GalIA,ST3GalIA,1,ST3O
E2F6	ENSG00000008516	MMP25	MMP-25,MMP20,MMP20A,MMPL1,MT-MMP 6,MT-MMP6,MT6-MMP,MT6MMP,MTMMP6
E2F6	ENSG00000008517	IL32	IL-32alpha,IL-32beta,IL-32delta,IL-32gamma,NK4,TAIF,TAIFa,TAIFb,TAIFc,TAIFd
E2F6	ENSG00000008710	PKD1	MIR6511B-1,hsa-mir-6511b-1
E2F6	ENSG00000008735	MAPK8IP2	IB-2,IB2,JIP2,PRKM8IPL
E2F6	ENSG00000008838	MED24	hsa-mir-6884
E2F6	ENSG00000008853	RHOBTB2	DBC2
E2F6	ENSG00000008988	RPS20	S20
E2F6	ENSG00000009335	UBE3C	HECTH2
E2F6	ENSG00000009724	MASP2	MAP19,MASP-2,MASP1P1,sMAP
E2F6	ENSG00000009780	FAM76A	-
E2F6	ENSG00000009790	TRAF3IP3	T3JAM
E2F6	ENSG00000009950	MLXIPL	CHREBP,MIO,MLX,MONDOB,WBSCR14,WS-bHLH,bHLHd14
E2F6	ENSG00000009954	BAZ1B	WBSCR10,WBSCR9,WSTF
E2F6	ENSG00000010017	RANBP9	BPM-L,BPM90,RANBPM,RanBP7
E2F6	ENSG00000010030	ETV7	TEL-2,TEL2,TELB
E2F6	ENSG00000010072	SPRTN	C1orf124,DVC1,PRO4323,spartan
E2F6	ENSG00000010165	METTL13	5630401D24Rik,CGI-01,KIAA0859,feat
E2F6	ENSG00000010219	DYRK4	-
E2F6	ENSG00000010244	ZNF207	MIRN632,hsa-mir-632
E2F6	ENSG00000010256	UQCRC1	D3S3191,QCR1,UQCR1
E2F6	ENSG00000010278	CD9	BTCC-1,DRAP-27,MIC3,MRP-1,TSPAN-29,TSPAN29
