TF_name	target_id	target_name	target_synonyms
NFYB	ENSG00000001460	STPG1	C1orf201,MAPO2
NFYB	ENSG00000001461	NIPAL3	DJ462O23.2,NPAL3
NFYB	ENSG00000002330	BAD	BBC2,BCL2L8
NFYB	ENSG00000003400	CASP10	ALPS2,FLICE2,MCH4
NFYB	ENSG00000004534	RBM6	3G2,DEF-3,DEF3,HLC-11,NY-LU-12,g16
NFYB	ENSG00000004660	CAMKK1	CAMKKA
NFYB	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
NFYB	ENSG00000004864	SLC25A13	ARALAR2,CITRIN,CTLN2
NFYB	ENSG00000004975	DVL2	-
NFYB	ENSG00000005187	ACSM3	SA,SAH
NFYB	ENSG00000005189	AC004381.6	-
NFYB	ENSG00000005206	SPPL2B	IMP-4,IMP4,PSH4,PSL1
NFYB	ENSG00000005238	FAM214B	KIAA1539
NFYB	ENSG00000005243	COPZ2	zeta2-COP
NFYB	ENSG00000005801	ZNF195	HRF1,ZNFP104
NFYB	ENSG00000005844	ITGAL	CD11A,LFA-1,LFA1A
NFYB	ENSG00000005961	ITGA2B	BDPLT16,BDPLT2,CD41,CD41B,GP2B,GPIIb,GT,GTA,HPA3,PPP1R93
NFYB	ENSG00000006007	GDE1	363E6.2,MIR16
NFYB	ENSG00000006327	TNFRSF12A	CD266,FN14,TWEAKR
NFYB	ENSG00000006468	ETV1	ER81
NFYB	ENSG00000006625	GGCT	C7orf24,CRF21,GCTG,GGC
NFYB	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
NFYB	ENSG00000006712	PAF1	F23149_1,PD2
NFYB	ENSG00000006831	ADIPOR2	ACDCR2,PAQR2
NFYB	ENSG00000007001	UPP2	UDRPASE2,UP2,UPASE2
NFYB	ENSG00000007047	MARK4	MARK4L,MARK4S,MARKL1,MARKL1L,PAR-1D
NFYB	ENSG00000007202	KIAA0100	BCOX,BCOX1,CT101,FMP27
NFYB	ENSG00000007255	TRAPPC6A	TRS33
NFYB	ENSG00000007314	SCN4A	CMS16,HOKPP2,HYKPP,HYPP,NAC1A,Na(V)1.4,Nav1.4,SkM1
NFYB	ENSG00000007402	CACNA2D2	CACNA2D
NFYB	ENSG00000007516	BAIAP3	BAP3
NFYB	ENSG00000007520	TSR3	C16orf42
NFYB	ENSG00000007968	E2F2	E2F-2
NFYB	ENSG00000008300	CELSR3	-
NFYB	ENSG00000008323	PLEKHG6	MyoGEF
NFYB	ENSG00000008382	MPND	-
NFYB	ENSG00000008710	PKD1	MIR6511B-1,hsa-mir-6511b-1
NFYB	ENSG00000008853	RHOBTB2	DBC2
NFYB	ENSG00000009724	MASP2	MAP19,MASP-2,MASP1P1,sMAP
NFYB	ENSG00000009790	TRAF3IP3	T3JAM
NFYB	ENSG00000009950	MLXIPL	CHREBP,MIO,MLX,MONDOB,WBSCR14,WS-bHLH,bHLHd14
NFYB	ENSG00000010017	RANBP9	BPM-L,BPM90,RANBPM,RanBP7
NFYB	ENSG00000010219	DYRK4	-
NFYB	ENSG00000010292	NCAPD2	CAP-D2,CNAP1,hCAP-D2
NFYB	ENSG00000010295	IFFO1	HOM-TES-103,IFFO
NFYB	ENSG00000010310	GIPR	PGQTL2
NFYB	ENSG00000010361	FUZ	FY,NTD
NFYB	ENSG00000010610	CD4	CD4mut
NFYB	ENSG00000010626	LRRC23	LRPB7
NFYB	ENSG00000010810	FYN	SLK,SYN,p59-FYN
NFYB	ENSG00000011021	CLCN6	CLC-6
NFYB	ENSG00000011243	AKAP8L	HA95,HAP95,NAKAP,NAKAP95
NFYB	ENSG00000011332	DPF1	BAF45b,NEUD4,neuro-d4
NFYB	ENSG00000011451	WIZ	ZNF803
NFYB	ENSG00000011478	QPCTL	gQC
NFYB	ENSG00000012061	ERCC1	COFS4,RAD10,UV20
NFYB	ENSG00000012660	ELOVL5	HELO1,SCA38,dJ483K16.1
NFYB	ENSG00000013275	PSMC4	MIP224,RPT3,S6,TBP-7,TBP7
NFYB	ENSG00000013306	SLC25A39	CGI-69,CGI69
NFYB	ENSG00000013364	MVP	LRP,VAULT1
NFYB	ENSG00000013374	NUB1	BS4,NUB1L,NYREN18
NFYB	ENSG00000013523	ANGEL1	Ccr4e,KIAA0759
NFYB	ENSG00000013573	DDX11	CHL1,CHLR1,KRG2,WABS
NFYB	ENSG00000013725	CD6	TP120
NFYB	ENSG00000013810	TACC3	ERIC-1,ERIC1
