TF_name	target_id	target_name	target_synonyms
NFIC	ENSG00000000419	DPM1	CDGIE,MPDS
NFIC	ENSG00000000938	FGR	SRC2,c-fgr,c-src2,p55-Fgr,p55c-fgr,p58-Fgr,p58c-fgr
NFIC	ENSG00000001460	STPG1	C1orf201,MAPO2
NFIC	ENSG00000001461	NIPAL3	DJ462O23.2,NPAL3
NFIC	ENSG00000002330	BAD	BBC2,BCL2L8
NFIC	ENSG00000002586	CD99	HBA71,MIC2,MIC2X,MIC2Y,MSK5X
NFIC	ENSG00000002834	LASP1	Lasp-1,MLN50
NFIC	ENSG00000003393	ALS2	ALS2CR6,ALSJ,IAHSP,PLSJ
NFIC	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
NFIC	ENSG00000003436	TFPI	EPI,LACI,TFI,TFPI1
NFIC	ENSG00000004139	SARM1	MyD88-5,SAMD2,SARM
NFIC	ENSG00000004142	POLDIP2	PDIP38,POLD4,p38
NFIC	ENSG00000004399	PLXND1	PLEXD1
NFIC	ENSG00000004799	PDK4	-
NFIC	ENSG00000004864	SLC25A13	ARALAR2,CITRIN,CTLN2
NFIC	ENSG00000004975	DVL2	-
NFIC	ENSG00000005001	PRSS22	BSSP-4,SP001LA,hBSSP-4
NFIC	ENSG00000005059	CCDC109B	CCDC109B
NFIC	ENSG00000005187	ACSM3	SA,SAH
NFIC	ENSG00000005189	AC004381.6	-
NFIC	ENSG00000005243	COPZ2	zeta2-COP
NFIC	ENSG00000005249	PRKAR2B	PRKAR2,RII-BETA
NFIC	ENSG00000005379	BZRAP1	BZRAP1,PBR-IP,PRAX-1,PRAX1,RIM-BP1,RIMBP1
NFIC	ENSG00000005469	CROT	COT
NFIC	ENSG00000005483	KMT2E	HDCMC04P,MLL5,NKp44L
NFIC	ENSG00000005486	RHBDD2	NPD007,RHBDL7
NFIC	ENSG00000005700	IBTK	BTBD26,BTKI
NFIC	ENSG00000005810	MYCBP2	Myc-bp2,PAM,Phr
NFIC	ENSG00000005882	PDK2	PDHK2,PDKII
NFIC	ENSG00000005884	ITGA3	CD49C,FRP-2,GAP-B3,GAPB3,ILNEB,MSK18,VCA-2,VL3A,VLA3a
NFIC	ENSG00000005893	LAMP2	CD107b,LAMP-2,LAMPB,LGP110
NFIC	ENSG00000005981	ASB4	ASB-4
NFIC	ENSG00000006015	C19orf60	-
NFIC	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
NFIC	ENSG00000006025	OSBPL7	ORP7
NFIC	ENSG00000006047	YBX2	CONTRIN,CSDA3,DBPC,MSY2
NFIC	ENSG00000006062	MAP3K14	FTDCR1B,HS,HSNIK,NIK
NFIC	ENSG00000006118	TMEM132A	GBP,HSPA5BP1
NFIC	ENSG00000006327	TNFRSF12A	CD266,FN14,TWEAKR
NFIC	ENSG00000006453	BAIAP2L1	IRTKS
NFIC	ENSG00000006530	AGK	CATC5,CTRCT38,MTDPS10,MULK
NFIC	ENSG00000006534	ALDH3B1	ALDH4,ALDH7
NFIC	ENSG00000006638	TBXA2R	BDPLT13,TXA2-R
NFIC	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
NFIC	ENSG00000006831	ADIPOR2	ACDCR2,PAQR2
NFIC	ENSG00000007001	UPP2	UDRPASE2,UP2,UPASE2
NFIC	ENSG00000007047	MARK4	MARK4L,MARK4S,MARKL1,MARKL1L,PAR-1D
NFIC	ENSG00000007255	TRAPPC6A	TRS33
NFIC	ENSG00000007314	SCN4A	CMS16,HOKPP2,HYKPP,HYPP,NAC1A,Na(V)1.4,Nav1.4,SkM1
NFIC	ENSG00000007341	ST7L	FAM4B,ST7R,STLR
NFIC	ENSG00000007384	RHBDF1	C16orf8,Dist1,EGFR-RS,gene-89,gene-90,hDist1
NFIC	ENSG00000007402	CACNA2D2	CACNA2D
NFIC	ENSG00000007541	PIGQ	GPI1,c407A10.1
NFIC	ENSG00000007944	MYLIP	IDOL,MIR
NFIC	ENSG00000007968	E2F2	E2F-2
NFIC	ENSG00000008226	DLEC1	CFAP81,DLC-1,DLC1,F56
NFIC	ENSG00000008277	ADAM22	ADAM 22,MDC2
NFIC	ENSG00000008282	SYPL1	H-SP1,SYPL
NFIC	ENSG00000008294	SPAG9	CT89,HLC-6,HLC4,HLC6,JIP-4,JIP4,JLP,PHET,PIG6
NFIC	ENSG00000008300	CELSR3	-
NFIC	ENSG00000008323	PLEKHG6	MyoGEF
NFIC	ENSG00000008405	CRY1	PHLL1
NFIC	ENSG00000008441	NFIX	CTF,MRSHSS,NF-I/X,NF1-X,NF1A,SOTOS2
NFIC	ENSG00000008513	ST3GAL1	Gal-NAc6S,SIAT4A,SIATFL,ST3GalA,ST3GalA.1,ST3GalIA,ST3GalIA,1,ST3O
NFIC	ENSG00000008516	MMP25	MMP-25,MMP20,MMP20A,MMPL1,MT-MMP 6,MT-MMP6,MT6-MMP,MT6MMP,MTMMP6
NFIC	ENSG00000008517	IL32	IL-32alpha,IL-32beta,IL-32delta,IL-32gamma,NK4,TAIF,TAIFa,TAIFb,TAIFc,TAIFd
NFIC	ENSG00000008710	PKD1	MIR6511B-1,hsa-mir-6511b-1
NFIC	ENSG00000008838	MED24	hsa-mir-6884
NFIC	ENSG00000009413	REV3L	POLZ,REV3
NFIC	ENSG00000009790	TRAF3IP3	T3JAM
NFIC	ENSG00000009950	MLXIPL	CHREBP,MIO,MLX,MONDOB,WBSCR14,WS-bHLH,bHLHd14
NFIC	ENSG00000010017	RANBP9	BPM-L,BPM90,RANBPM,RanBP7
NFIC	ENSG00000010030	ETV7	TEL-2,TEL2,TELB
NFIC	ENSG00000010256	UQCRC1	D3S3191,QCR1,UQCR1
NFIC	ENSG00000010270	STARD3NL	MENTHO
NFIC	ENSG00000010278	CD9	BTCC-1,DRAP-27,MIC3,MRP-1,TSPAN-29,TSPAN29
NFIC	ENSG00000010282	HHATL	C3orf3,GUP1,MBOAT3,MSTP002,OACT3
NFIC	ENSG00000010292	NCAPD2	CAP-D2,CNAP1,hCAP-D2
NFIC	ENSG00000010295	IFFO1	HOM-TES-103,IFFO
NFIC	ENSG00000010310	GIPR	PGQTL2
NFIC	ENSG00000010322	NISCH	I-1,IR1,IRAS,hIRAS
NFIC	ENSG00000010327	STAB1	CLEVER-1,FEEL-1,FELE-1,FEX1,SCARH2,STAB-1
NFIC	ENSG00000010361	FUZ	FY,NTD
