group,CD20,CD95,HLA,CD11c,CD86,CD27,CD38
healthy,0.267182046102292,-0.153606977817369,0.365955422786574,-0.143964731504479,-0.194654656444088,-0.120978793654648,-0.70694483654239
healthy,-0.0243192874714884,0.0801519320434288,-0.0371437829340517,0.299470903180714,-0.0284850319760762,0.10374478281078,-0.0617743050936047
healthy,0.0221048647537724,0.0137476665125535,-0.405866988867741,0.129738501022369,0.0212193812297691,-0.0194579138469772,-0.0016565237602466
healthy,0.49051103936818,0.101403156771151,0.61638596110744,0.553751738974407,0.458384811575689,-0.0543481330163338,-0.352727577400886
healthy,0.0849286355369022,0.597736967605606,-0.125252867836556,0.414876604836681,0.28160858393823,0.202782571506845,0.008611917347302
moderate,0.442730170135033,-0.382462212561198,0.0730050563716308,-0.100284986618269,-0.262821496402691,-0.400155458645568,-0.696695261719041
moderate,0.737718363709822,-0.0668412292821414,0.477204896153814,0.130746931152034,-0.174616501724827,-0.253483157830366,-0.815114798205904
moderate,0.652831127542108,-0.289492801078158,0.546732144224863,0.0183727931379119,-0.370592113090554,-0.520606988447037,-0.854652307256273
severe,0.777536438627804,-0.148602135712872,0.628638180173299,-0.0395000940827524,-0.346643691341648,-0.311094151090354,-0.802850092221367
severe,0.751896046601573,0.122827010350271,0.693863165779403,0.169668203161022,0.0550717275265096,-0.099925533404634,-0.660284895056473
severe,0.371674440092785,-0.058462246225081,0.525112619817298,0.224743882664588,-0.123270837407499,0.0658912282060144,-0.434843533212419
severe,0.819948590936601,-0.523184797991225,0.117422738366509,0.248867775503534,-0.577279566235928,-0.63261496107978,-0.920199528791586
