group,CD19,CD20,CD95,HLA,CD86,CD27,CD38
healthy,-0.40017584023659,-0.3869248006351,0.0520766626999301,-0.520308382957003,0.129189798307832,-0.0625545093015433,0.499704930022255
healthy,-0.124601517816133,-0.337542724443279,0.197715933624432,-0.158807041320175,0.197894207951215,0.282490079251554,0.374068867877531
healthy,-0.0290225245817716,-0.0910110638482907,0.0627113555636643,0.482877983215349,0.163591744086767,-0.0550125315213751,-0.0511233747323496
healthy,0.200802858331677,0.297245428210103,0.074760711235496,0.188660480206831,0.299487775453355,0.225662442003378,-0.0313265529859874
healthy,-0.0304310299805184,0.103185980145516,0.461286902666553,0.152795706060136,0.232159642159383,0.211233774818103,-0.171875983369207
moderate,-0.162490811381121,-0.471061881817852,0.334194938112561,-0.166742236308864,0.24261158204042,0.40755551341056,0.686048846880627
moderate,-0.478564127548148,-0.770983297030013,0.184425197758353,-0.563611065366074,0.275590032517061,0.358708620425499,0.792150485863112
moderate,-0.596750683661803,-0.82599126793307,0.393084803827001,-0.642503385482033,0.413232587658335,0.626420798808408,0.833930583754028
severe,-0.441968467101726,-0.816371553447948,0.14027855599006,-0.662701418343184,0.322556666725884,0.294479025570835,0.73762369287185
severe,-0.459254079279798,-0.73788566641487,-0.0156632031087998,-0.552336879880094,0.0292002140588999,0.135253278419504,0.719431347857077
severe,-0.245191170661912,-0.841186434847357,0.259649681058749,-0.260985712644516,0.323110085847344,0.299035027149681,0.785431615139078
severe,-0.486347600956399,-0.837261218709104,0.568025788248854,-0.0456939242177851,0.605237650004744,0.626669268817286,0.896489534891576
