group,CD19,CD20,CD95,HLA,CD86,CD27,CD38
healthy,-0.211648772663703,-0.736694148250439,-0.0446660547042848,0.148988504420917,-0.0174108143566006,0.321398954772658,0.135606097580822
healthy,-0.127730782797848,-0.241748263210023,0.163122245325424,-0.318446116040044,-0.0114036083257449,0.280037224008869,-0.0290937005745518
healthy,-0.158631755321103,0.0727827172483818,0.0996980775490383,-0.475410910123835,-0.266045696300419,0.362508683213061,-0.14221038518065
healthy,0.0976162553328963,0.0810918753789483,0.287014498595433,0.131050458476977,0.29934521314206,0.365248276568714,0.213189310883521
healthy,0.167332125087911,0.167260088662195,-0.368755274004086,-0.0568504525952298,-0.244523815562308,0.0556930439214964,-0.057785425709963
moderate,0.0648748874759427,0.419503726877553,-0.234615412962713,-0.0790809764839309,-0.215956616402314,-0.23469913348978,-0.346770306413656
moderate,0.56418272386426,0.834219453188577,-0.13283613948349,0.444880080672513,-0.216315588526758,-0.131082975176954,-0.730667957780914
moderate,0.325073504419617,0.511604328345355,-0.165965322085478,0.363878194877828,-0.0933665288843224,-0.334339764570591,-0.235291732668199
severe,-0.389529798807823,-0.739275750443619,0.201508400820622,-0.692362277282437,0.379625826128598,0.371346495826984,0.774830402946667
severe,0.466105979992874,0.798701375392929,0.049188905142399,0.530497797850408,0.0029055090831901,-0.088259512512599,-0.671119827518599
severe,-0.254031403126799,-0.795853306439638,0.317329458025083,-0.302766211867269,0.337632354583357,0.308965098020373,0.823795342943339
severe,-0.459431783305684,-0.785258535873005,0.588973098085896,-0.109251257265763,0.615989274177816,0.649561561024617,0.90418994351169
