group,CD19,CD20,CD95,HLA,CD11c,CD86,CD38
healthy,-0.249118769369841,-0.406903608013399,0.0811368986234221,-0.119916970943198,0.0641853876522047,0.088784662748923,0.58737612163432
healthy,-0.1032311842412,-0.345554347416341,0.268369260195702,-0.342886994823309,0.151820241014946,0.201797534638023,0.38434945048924
healthy,0.0907308225279876,0.0356400110044814,0.0117020137354856,0.615826716072124,-0.0078884684801086,0.0291326255784226,0.118495939770803
healthy,-0.0236735728758773,0.099774010076742,0.367807277487544,0.405971405831892,0.678432510216264,0.364240225254133,-0.134874952777703
healthy,-0.412822974593871,-0.512785537451802,0.64918560675057,-0.20543843910582,0.484485890204013,0.533504392545167,0.0920249287890751
moderate,0.273130194823493,0.612085595706287,-0.25241248978299,0.234568354122574,-0.134328053908517,-0.269500624147066,-0.279385991962692
moderate,-0.485677071307974,-0.777727368799087,0.0753522118738854,-0.441293573362367,-0.172000835037314,0.225901021342238,0.751547065655918
moderate,-0.604416979822744,-0.827120143702258,0.370512856817554,-0.606924952543083,-0.0058392434538808,0.411512789115101,0.833883888896656
severe,-0.379665069480114,-0.805955572332647,0.178186476731966,-0.616431305267839,0.0524273032513927,0.364793869406994,0.746059035179537
severe,-0.499380933342143,-0.759229673757642,-0.0784780475107142,-0.630615647437154,-0.216588061531686,-0.0302563322749576,0.722549896776183
severe,0.226418491462392,0.778527264668381,-0.155472663055708,0.191648289194752,0.0938099843099744,-0.320633200377586,-0.838705010268161
severe,-0.486191644878091,-0.764279541192156,0.596909670905183,0.170143641526303,-0.0595713805314589,0.6151989534917,0.825170741640847
