group,CD19,CD20,CD95,HLA,CD27,CD38
healthy,-0.300871301487671,-0.271036350590148,0.0741202282157836,-0.148401521338279,0.119414403189801,0.673423250200505
healthy,-0.413826716040854,-0.308079746560198,0.0393887847301499,-0.259089988517085,-0.0327554218003042,0.0216930739604641
healthy,0.0556792009914002,-0.0656612485050482,0.18750717309802,-0.313170787049475,0.175754179756347,0.244053901887921
healthy,-0.11177037762777,-0.0921303989777313,0.0517492190465411,0.0865218526940694,-0.211824142251128,-0.264613701518129
healthy,-0.0906918689844933,-0.244797929146476,-0.431940803422295,0.120020190960839,-0.445652403286453,0.177288307431701
moderate,0.338945726702933,0.46250915553476,-0.230971104343852,0.234345991931687,-0.39355483562666,-0.64694930997389
moderate,0.549234853098348,0.830386899878879,-0.063974621158245,0.46535144264924,-0.15367715834049,-0.76890379433724
moderate,-0.610444919043918,-0.807912856054949,0.379974015042319,-0.708095345155091,0.629617689710128,0.830612048553504
severe,-0.442253927988412,-0.790096709266966,0.152103801152205,-0.715749237043277,0.314529635068907,0.724462203866028
severe,-0.421323164936051,-0.741034260483122,0.0009684630311823,-0.534888368926899,0.155030837388088,0.732491790229657
severe,0.246040710477896,0.678001636904728,0.176920851560005,0.401066386324037,0.0643837966852408,-0.587084205415656
severe,-0.450771326444556,-0.666387012289892,0.662184145034558,0.0347600444375726,0.578356550633028,0.576420878908615
