group,CD19,CD20,CD95,HLA,CD27,CD38
healthy,0.29171179830269,0.432555672024896,-0.0682566890668575,-0.0488932645997888,-0.219267304927327,-0.510868876049707
healthy,-0.0808688512644327,0.0852117436791757,-0.0996032178195069,0.033377938094506,-0.381626015705175,-0.503341475957215
healthy,0.29996120165976,0.277780837373761,-0.0890078920688767,-0.111483618955223,0.199861039929074,-0.149991687580756
healthy,-0.0439290146571556,-0.047357208500996,0.320869234302502,-0.0053596175574775,0.206802054436161,0.235688848228589
healthy,0.327842704701466,0.443547891202843,-0.644676781576293,0.311417485342719,-0.412395567607721,-0.329488719565174
moderate,0.138306478412116,0.392674519205607,-0.359695172823325,0.183603374555321,-0.419118753775702,-0.675448791980002
moderate,0.532680372081568,0.840347105535873,-0.102294343092902,0.52440158944097,-0.261072015343907,-0.817251155090217
moderate,0.623051365694759,0.796227227833458,-0.347923355431057,0.647253918485853,-0.593441552741745,-0.86139849702502
severe,0.446492015655218,0.811887621890503,-0.151130502076477,0.618487895021528,-0.311047566888434,-0.776797075795572
severe,0.0276588188978168,0.165771327615817,-0.352280207232368,0.0298555457137526,-0.409607143617967,-0.555979558871217
severe,0.186900551794425,0.794907754886357,-0.226257993621471,0.195667901830649,-0.225823625544452,-0.754036345646824
severe,0.47654832198906,0.816925397299314,-0.527248777041114,0.0473427472122925,-0.602132755785322,-0.906626204624185
