group,CD19,CD20,CD95,HLA,CD11c,CD86,CD38
healthy,0.221204348981787,0.642050744359512,-0.0354842193858712,0.0104340294570211,-0.0934734369656345,-0.0734282881399525,-0.366406625645781
healthy,0.461732692111342,0.314299559949195,0.0406241110342951,0.231620333511058,0.18806017285011,-0.058234755506586,-0.184208758761867
healthy,0.421088267063022,0.109010739433505,-0.140028232030265,0.0199956461648843,-0.0154158836178544,0.142009168053792,-0.261763448666874
healthy,-0.105953160441674,-0.148048937475173,-0.470832325157737,-0.43957361024668,-0.656691625593362,-0.539071029703101,-0.062271716707974
healthy,0.445011419679648,0.486089276698642,-0.460767845472951,0.232503477673591,-0.256986148391829,-0.362933062414776,-0.144243833169806
moderate,0.0761018727832151,0.415589335221029,-0.459461095301899,-0.235866167066,-0.10049969412045,-0.277916438861766,-0.609092074525089
moderate,0.574566283035961,0.826122433640995,-0.0850957430720523,0.483609511583844,0.132953694071013,-0.241576835847163,-0.729194649225908
moderate,0.571214781812119,0.821019848600201,-0.371181216050816,0.449804984208165,-0.013361104250927,-0.405692554760965,-0.708391131062908
severe,0.397861150095121,0.837661024828903,-0.164800523100929,0.594434587049941,-0.0461146377138956,-0.344803579668848,-0.713473989918897
severe,-0.0791066461810255,-0.0027940851974642,-0.0617514672479701,-0.296025434865536,-0.0359866295073694,0.0087818157875906,0.206762493379059
severe,-0.293171530572805,-0.782349211972912,0.28693359196417,-0.373203178634651,-0.0717071395223614,0.336293022938084,0.822314572384073
severe,0.501527831559715,0.762000558196323,-0.591748462091718,-0.268135971304143,0.0735255073441294,-0.606423285299791,-0.749598544260951
