group,CD19,CD20,CD95,HLA,CD86,CD27,CD38
healthy,-0.169703130354617,-0.0143397293033063,0.159932597191074,-0.442852028647531,0.207301489835775,0.021577726724468,0.790966588445472
healthy,-0.16783094479246,-0.313427606911448,0.057414121049746,-0.308525434429952,0.0890886509936274,-0.0215288709986696,-0.0457183797124588
healthy,-0.169752331982789,0.0498502812033351,-0.177861810272813,-0.108762382405838,-0.10329040085134,-0.269267844229004,-0.222726158474745
healthy,-0.257412872245068,-0.348282414336001,-0.235189634687503,-0.412781187161527,-0.377037622732273,-0.201412793319034,0.0051823594259136
healthy,-0.0040389715576979,-0.0513193996406744,-0.13505558292639,-0.432077311326657,0.0355964164678582,-0.0576534143699526,0.313745178631252
moderate,-0.08272596374366,-0.393024393584766,0.316387935671021,-0.13931853184186,0.229491049071122,0.31888843437825,0.789770804944555
moderate,-0.580313973322887,-0.820298797675189,0.141835826773684,-0.667496940563098,0.213856312540218,0.28661514453277,0.800192418974926
moderate,-0.551783710204114,-0.632617222496527,0.307607001598094,-0.64627118854559,0.375316067476139,0.590851286017058,0.833827570392822
severe,-0.169162382359414,-0.145533312005606,0.182417650378084,-0.236163055966837,0.311084640125195,0.282407635124101,0.582508385014783
severe,-0.475443971571456,-0.797705567762568,-0.117855205212591,-0.645486196011257,-0.0710748615582335,0.085620024988086,0.704247322172917
severe,-0.288162471759071,-0.814287802436171,0.249378293482641,-0.288879691803253,0.340612071816112,0.327450290346135,0.828016200894107
severe,0.497753124662531,0.834113390188869,-0.581706855116336,-0.117831215080601,-0.617763189330368,-0.577845917307621,-0.833722095404018
