group,CD69,CD14,CD16,CD11c,CD123,CD33,CD38
healthy,0.386094239657997,0.529509003702707,-0.430908984868044,-0.240853919731097,-0.334553403888374,0.505153503577337,0.501847467567367
healthy,0.0501541099085722,0.0230192259338125,-0.430545124972448,-0.200997775754449,-0.616359865387903,0.187315489463695,0.146979215076968
healthy,0.526255713544068,0.707241317747867,-0.669181839105697,-0.384437197855431,-0.438340079588343,0.451998576441436,0.611563580687723
healthy,0.519890822775399,0.616578801471453,-0.784322327043872,-0.435599700680435,-0.401583694385031,0.699152869896223,0.63084145980599
healthy,0.509031638858946,0.613173303254952,-0.775943668141316,-0.390749125757962,-0.744214771644891,0.59005161282149,0.463257767967629
moderate,0.0202683326956549,0.388354155169683,-0.626129792098193,-0.468077722057769,0.140271151911082,0.496764023396648,0.509050885736231
moderate,-0.202744631464494,-0.252137315864476,-0.498804746525059,-0.579090497396022,-0.237771538150104,0.0520080386796126,-0.022961579765884
moderate,0.0045358760447292,0.157454105940815,-0.377510327681599,-0.471645714097435,0.27762821805341,0.32772472616555,0.473733272346891
severe,0.228344102086358,0.22704260798991,-0.633853223025757,-0.752064962033059,-0.357964667256995,0.330986095943867,0.235055627477689
severe,0.259714028624312,0.470911132073874,-0.418370390893714,-0.14193060545382,-0.229549923332219,0.718102873774367,0.485366078121379
severe,-0.502885992685903,-0.572835293464663,-0.326145423211846,-0.416490933181223,-0.101981177072566,-0.0373045201552092,0.14199748416697
severe,-0.617651609092691,-0.474553948921951,-0.136463251925587,-0.520635337518787,-0.194073727622484,-0.290871155738902,-0.275985421343522
