group,CD69,CD45RA,HLA,CD14,CD16,CD123,CD163,CD33
healthy,-0.444385939816248,-0.0082805108951725,0.486847986316797,-0.47272625978325,0.370857659847902,0.292594242955667,-0.025546346176724,-0.342173691369428
healthy,-0.592217896501254,0.122391736622521,0.578018673397445,-0.655792637661234,0.49998191129281,0.419150408402632,-0.151263663701878,-0.404841063922172
healthy,-0.680870541985438,0.164590214239766,0.690614369674088,-0.725989316219614,0.424253207483759,0.366043844035915,-0.284059886919665,-0.491777960764482
healthy,-0.587551549230044,0.546645561315103,0.527174788501437,-0.562103396364075,0.671445694556808,0.253444238705868,0.022624442052065,-0.467617050366501
healthy,-0.68854419501797,0.629380079652602,0.389313105412179,-0.712832986620501,0.724847594614239,0.631701214161743,-0.363414329248723,-0.612356411017245
moderate,0.102163139160405,0.117861784459485,-0.336132402472912,0.474899959879351,-0.483092596017092,0.164717979702634,0.457483135813363,0.441010272820323
moderate,0.181739328211986,-0.0308900241734408,-0.19110926010648,0.231273517581633,-0.313472641612548,-0.149063466759954,-0.0074787998468554,0.389357520425275
moderate,0.31543386100647,-0.407452370656338,-0.158138778952665,0.563146326413054,-0.402561040817809,-0.191969549398712,0.0044169740141401,0.333276297852673
severe,0.676822194881277,0.247684110919875,-0.313291193732722,0.749386819982139,-0.0360708560724501,-0.0563801587212146,0.360680837751054,0.541404186840076
severe,-0.277899325950977,-0.308392269935524,-0.039774886127536,-0.061742226610315,-0.216674981895155,-0.348723203540006,-0.241761558574965,0.0385753594923311
severe,0.224070884410713,0.264746718868572,0.282985968543236,0.454923986325476,0.239922125045321,0.176711006590644,0.33165807602468,0.0364792006523262
severe,-0.352097476030459,0.331314377596239,0.120070041428129,-0.315899519137549,-0.139367285466067,-0.309141064547762,0.693629358466523,-0.0381048712516653
