group,CD69,HLA,CD14,CD16,CD11c,CD123,CD33,CD38
healthy,0.482907726061677,0.156140795499549,0.625973381965599,-0.423246133318169,-0.0557459617999605,-0.292954084470437,0.583216230055116,0.544904979844878
healthy,0.510845551472754,-0.438226642657326,0.607613218670748,-0.457524501126453,-0.312074948806809,-0.510772020111796,0.408892739924202,0.413591758542981
healthy,0.46002085758814,-0.237958075797623,0.670746044558401,-0.722724705996083,-0.341479721398391,-0.422714018036568,0.414796812780302,0.533425732744187
healthy,0.553378148779845,-0.295155544040824,0.685051162056709,-0.778244914831308,-0.420744058617512,-0.421729197204022,0.688795079441438,0.606315816296573
healthy,0.615099842646172,-0.314850817961827,0.696637530156125,-0.786054300996916,-0.328904126774541,-0.732566854154312,0.605150845663227,0.424981184331993
moderate,-0.420714031320602,0.726100760510826,-0.378432511256271,0.0063441841723725,0.220536011985844,0.111026866907478,-0.47580901097024,-0.329162087998349
moderate,-0.429284354236589,0.117375340890482,-0.296969041909307,-0.116854314565127,-0.227691208640658,-0.18068934770069,-0.255946250055879,-0.0727414499921991
moderate,0.228017797356028,-0.403293915580182,0.418007477034333,-0.497600104975747,-0.485793179793283,0.117171948606886,0.390642788477697,0.37887629199917
severe,-0.557416573124599,0.612295240624579,-0.458240676608778,0.378295018071492,0.46334502497082,0.165538374527467,-0.568828417109608,-0.548056925015164
severe,0.168796437697816,0.251416863752348,0.363523815820828,-0.428569444394653,-0.280346462489038,-0.282630989549901,0.538220022667718,0.357954577339543
severe,-0.351792905094912,0.160286012498863,-0.570951378382832,-0.144882621416825,-0.302286048258638,0.0083891217603136,-0.0855942539714011,0.187612040965381
severe,-0.461178716118093,0.178983744862129,-0.505306926347311,-0.0894079358555279,-0.60206351878056,-0.241061498548174,-0.146687471182726,-0.0657565976734527
