group,CD95,CD45RA,HLA,CD11c,CD1c,CD123,CD33,FCER1A
healthy,-0.207593808835608,0.43305634492626,-0.658537052633234,-0.823321989775551,-0.603700996023271,0.727812191475707,-0.720246952584853,-0.461178576422182
healthy,-0.119381322194964,0.467044823329552,-0.595971191751966,-0.693818127935288,-0.456357604551064,0.664741764916254,-0.2962920240786,-0.344077799243954
healthy,-0.391572936884694,0.565505612671652,-0.625614678494039,-0.84865916830635,-0.69909473336756,0.720842810950232,-0.541628846317443,-0.599809033792571
healthy,-0.495054641818862,0.76189965329027,-0.277343690629241,-0.774766356839348,-0.712929798820422,0.8528297013795,-0.762234800489626,-0.663855166841548
healthy,-0.550687162140528,0.654503742849522,0.0028750601463771,-0.656530413359327,-0.50462446990085,0.80311367638626,-0.673806696316569,-0.212275768829672
moderate,-0.500875713946102,0.417633312066449,-0.312966196249915,-0.862373496945111,-0.622906183920993,0.805455323933421,-0.808188401467205,-0.327328343561018
moderate,-0.525665350680801,0.320857562281168,-0.684905280843057,-0.839403736712031,-0.456576924811457,0.655470711468227,-0.841307018952385,-0.388438840336266
moderate,-0.171689093120907,0.468071383877792,-0.188946934616831,-0.636460972961148,-0.383548274819869,0.609140826333875,-0.258080134868786,-0.0664495472763586
severe,-0.438601990101185,0.415933336569365,-0.425928246904609,-0.863373315709243,-0.692731142566004,0.746157011431006,-0.824966353078284,-0.498703328497494
severe,-0.0410150053820072,0.573551942533044,-0.393195046636822,-0.733380574324166,-0.195990155531506,0.793201628587168,-0.743168687999181,-0.172490477616738
severe,0.356397451068539,-0.287988388156046,0.577782699091648,0.426879778808586,0.30239200627511,-0.729361441025594,0.423169666044067,0.206373915630667
severe,-0.659846841077665,0.504935976920645,-0.31194108709555,-0.823789741385376,-0.505347537251454,0.700383090238413,-0.775301640462739,0.00739822529197
