group,CD95,HLA,CD11c,CD1c,CD123,CD33
healthy,-0.203438868365099,-0.651902116838703,-0.825321832852693,-0.626897715780409,0.700327019760909,-0.730736581477447
healthy,-0.0969236951611503,-0.247075763585878,-0.344303122693329,-0.0632684245537197,0.665539728782643,-0.261719849100382
healthy,-0.350650682591887,-0.538683143590103,-0.828378532203357,-0.702460886803114,0.821236988715235,-0.502290416970301
healthy,-0.636342743293044,-0.0090917025158582,-0.587084404886652,-0.404535446757369,0.546821135781163,-0.740538159515434
healthy,0.617481629428761,0.204200873832472,0.825589699792336,0.761368651661516,-0.703632070780733,0.791555675264538
moderate,-0.505549056658374,-0.31095602113598,-0.833294826578092,-0.548236256332733,0.806665191688438,-0.794891443926781
moderate,-0.0372436383007027,0.23152496388069,0.286570527450446,0.0517716264283612,-0.40082904454891,0.171740617865581
moderate,-0.363595115183121,-0.382509918689663,-0.627288093785234,-0.398199344972247,0.473443431943498,-0.489740465524692
severe,-0.45222224447603,-0.421776229638296,-0.836526772554518,-0.696670946588594,0.744412742273372,-0.830803193951655
severe,-0.146261975284333,0.547281301564504,0.662801037968548,0.20787567718268,-0.736590411626729,0.656718157172423
severe,-0.455672963653475,-0.705297858173064,-0.512386112716033,-0.239777406309332,0.774766621210074,-0.648169413737085
severe,-0.663224184879277,-0.317144773449479,-0.811067155541796,-0.516077537617844,0.642812655914783,-0.77771529893046
