group,CD95,CD45RA,CD11c,CD1c,CD123,CD33
healthy,0.152011724125975,-0.48465618307425,0.781946545408869,0.592917228970512,-0.758626857336113,0.684635199820033
healthy,0.0752745191102499,-0.405304914926713,0.723231307557395,0.43864423096243,-0.742612820461994,0.264970490139014
healthy,0.315144056036257,-0.653808155086219,0.782257232333751,0.511164774403429,-0.798817379136287,0.453313345844418
healthy,0.501808558446372,-0.742989691962466,0.725796935727962,0.592294756030168,-0.885054350387475,0.729850136266097
healthy,0.580781671112808,-0.684771254801592,0.76138990856506,0.617278847413024,-0.778052499571562,0.765306825257485
moderate,0.497892487894336,-0.547620945734419,0.81802118153683,0.693782598354557,-0.752209835537396,0.795625770383984
moderate,0.479207787952017,-0.413837440254657,0.836320013946577,0.393310457149644,-0.770789149955313,0.827589443393122
moderate,-0.421460385057517,0.338108384011733,-0.486022118206317,-0.252716728691336,0.490509115964166,-0.472515550787388
severe,0.395161587760565,-0.432908161873697,0.776855478702833,0.624135768406147,-0.806173648522051,0.799579807555607
severe,0.0066032860721823,-0.597427803046069,0.801901272791563,0.493418480921744,-0.714206984254669,0.780598387100151
severe,0.199097395629888,-0.324170290912493,0.578824642810573,0.169969484154274,-0.5657181301454,0.594018965492013
severe,0.655948698670127,-0.518633539412586,0.794235424265005,0.478018766312252,-0.723842374234131,0.736991754449929
