group,CD45RA,HLA,CD11c,CD1c,CD123,CD33
healthy,0.427998866880449,-0.576121671585455,-0.820308216631926,-0.621221829261055,0.726387153614637,-0.738881948130403
healthy,0.447487698812808,-0.585294303275756,-0.699306874530322,-0.393625791486932,0.805922033799498,-0.277175030840958
healthy,0.637997227257789,-0.477438401976915,-0.810966899559816,-0.635265847879234,0.827823483398935,-0.483855916546488
healthy,0.751387687166061,-0.109332717927986,-0.709572259975817,-0.593402883893253,0.875750692014726,-0.736083318318466
healthy,0.669625358660783,-0.0073288634449529,-0.739609830000687,-0.568428951241535,0.829195753995326,-0.749817945745439
moderate,0.469537939353694,-0.398409931710776,-0.868790235394398,-0.683296648559785,0.749552649346471,-0.848768411225239
moderate,0.518635008520591,-0.434866667622748,-0.775915858379296,-0.327674899687773,0.851702627012828,-0.793545785536076
moderate,0.585920868846666,-0.280168375970383,-0.697170518183484,-0.616749114867712,0.701495459906589,-0.696266772039919
severe,0.444903880235136,-0.229135528617536,-0.651042733338056,-0.40207650505191,0.73205735948077,-0.743435909115615
severe,0.61690844446263,-0.413674458050785,-0.74972260006193,-0.31849005032434,0.825237808296065,-0.733927979489952
severe,0.187972047353314,-0.794037112831937,-0.65716017870291,-0.25192976122001,0.754833964358753,-0.66229324666304
severe,0.549794622612346,-0.250372627777231,-0.761966640859023,-0.387132383566885,0.7595265209202,-0.71039310066926
