group,CD45RA,CD11c,CD1c,CD123,CD33,FCER1A
healthy,-0.451086585309958,0.792304235431941,0.562564526021734,-0.76338440636014,0.682672955922934,0.460466564933074
healthy,-0.428147982588864,0.752249555885081,0.488793664019654,-0.756976695856416,0.267264224292672,0.325008932423735
healthy,-0.634722066450521,0.829821351834657,0.715541001924941,-0.820615374640935,0.473097845923759,0.573622514166677
healthy,-0.75598749600191,0.781659595973896,0.732829610801089,-0.858949358739424,0.763339623209214,0.659057477261955
healthy,-0.660987862665492,0.741847822912011,0.57932700224833,-0.794686530758226,0.732151566710829,0.379860086126194
moderate,0.0158132782175209,-0.354908899864122,-0.358220881001976,0.0034939171616844,-0.363864408209004,0.295558439074103
moderate,-0.275309824101725,-0.0876286236667176,-0.0594385403580017,-0.311988878500965,-0.0561029029924281,-0.0764066287443117
moderate,-0.431709382550217,0.439638699194939,0.465514664945906,-0.466251353966772,0.268354097357932,0.178638089899873
severe,0.466965470392286,-0.809306484358586,-0.674273606865226,0.813737007689842,-0.772779455811595,-0.363996235596196
severe,-0.596993111047517,0.75342207439233,0.364209797788491,-0.764291715912239,0.763420972501985,0.164459055732745
severe,0.226598673268981,-0.640808586259364,-0.258469145028446,0.608299064672474,-0.64320698595229,-0.666395392652582
severe,-0.539954544630903,0.772468499045052,0.437741332218666,-0.765193885239425,0.732088753901717,-0.0908446860025148
