group,CD45RA,HLA,CD11c,CD1c,CD123,CD33
healthy,-0.419360798392467,0.583309231469539,0.78663832468066,0.658257057156278,-0.716713446654535,0.703902630395239
healthy,0.462619177777528,-0.49776274756048,-0.614071188119998,-0.274798119153924,0.83881108774754,-0.272339988349499
healthy,0.653320748929871,-0.372011029782496,-0.7461390221671,-0.5604598575963,0.842715325731225,-0.447023644170413
healthy,0.728711057841211,-0.0943409356768207,-0.694521891996101,-0.566384568709819,0.821490440856229,-0.760927491535379
healthy,0.754370183536123,0.006313643408542,-0.710178361691358,-0.513914786791748,0.812254874156303,-0.70415358342918
moderate,0.494891179555195,-0.265060787074,-0.81484670353639,-0.583634829829988,0.885679732548796,-0.755904357714372
moderate,0.490865115708069,-0.438581762123437,-0.78372093602518,-0.342034767325328,0.835826980059979,-0.810903666626972
moderate,0.706774127375703,-0.222698513625827,-0.481818652423253,-0.395786066511087,0.865926157278773,-0.497748265892149
severe,0.50873873839682,-0.228317568658418,-0.685577460392377,-0.547026745440506,0.85449322007222,-0.63699437658008
severe,0.500298290925315,-0.344465952235491,-0.722008711925939,-0.302056744269325,0.714029721690887,-0.738371246996131
severe,0.295702847902916,-0.6507726368282,-0.575293568030406,-0.168825091987798,0.732402936348956,-0.664201872734115
severe,0.549720888818133,-0.232110989356133,-0.643185280649566,-0.184052716755536,0.708083108499411,-0.591659853678331
