group,CD4,CD95,CD45RO,CD45RA,CD27,CD38
healthy,-0.0106620877319219,0.620082868700077,0.674381235931188,-0.264429025181959,-0.40980519483914,-0.174640130816287
healthy,-0.111749610924069,0.402413162057114,0.788030320415936,-0.354587723408604,-0.464176409912232,-0.167549854368525
healthy,0.0634250862706273,0.437319759830777,0.688172815333856,-0.230975957731051,-0.787030113272834,-0.354981455382407
healthy,-0.0790822811511587,0.826393420539118,0.715566586905119,-0.599266154477646,-0.627548279172696,-0.299081962125175
healthy,-0.118961179739503,0.633022832004769,0.641960471429688,-0.60000231826669,-0.59699404030463,-0.563644904844905
moderate,0.126978010481428,0.725258859421793,0.574961649783487,-0.301334749953561,-0.516883748065276,-0.0138558584807901
moderate,0.0939355898215913,0.457883215492783,0.65247451334644,-0.384349006454261,-0.604321454069077,-0.135809185190311
moderate,0.212213021195051,0.72727202036166,0.711708760980782,-0.511295291208009,-0.317011432178764,-0.219148484773196
severe,0.0848887636482292,0.571879737518738,0.731556407147265,-0.472099008998449,-0.391408308563361,-0.0701430496601876
severe,-0.0401687029974968,0.260824845940528,0.660505816399989,-0.098879300202587,-0.0307396998175016,0.0648590230838152
severe,0.191849846705231,0.511701039544387,0.64643180707047,-0.227130720162266,0.0082871757778831,0.184073935619698
severe,0.569321576198435,0.375970819491829,0.584817087863972,-0.496883270974536,0.0629264462171547,-0.188108111112769
