group,CD28,CD95,CD45RO,CD45RA,CD123,CD27,CD38
healthy,-0.160654611228354,-0.497286973416954,-0.531770670674606,0.345268956391176,0.0591917949020599,0.503625432964952,0.247880189360568
healthy,-0.180457062692222,-0.311968969704187,-0.621722190466673,0.283389474979968,-0.0235867777354748,0.386543747819286,0.167503112410332
healthy,0.0480808557078109,-0.384895844315734,-0.664510996076715,0.197892700125418,-0.0188670615252805,0.77703962903998,0.355463125403778
healthy,-0.327838761701539,-0.693425476359812,-0.643154772872229,0.568759294709185,-0.131065745776134,0.674207833979148,0.358359886761614
healthy,-0.194278310389656,-0.547693139159568,-0.590423770884228,0.557614751554602,-0.0062455053744032,0.61469742443934,0.594245634795002
moderate,-0.536077026205805,-0.45735842018409,-0.649785019208589,0.568160097121342,0.101502675361425,0.113493425734177,0.325324668928043
moderate,-0.0523249341193855,-0.483077051156643,-0.674283562644409,0.345806651068071,0.0602656505198985,0.603629390699583,0.117191170513448
moderate,-0.296985870468835,-0.636315293105952,-0.719936298381204,0.674336483211132,0.0364754613051523,0.438504933538223,0.368827021412567
severe,0.385483963150366,0.333071874582858,0.252034037914305,0.107788701036298,0.209978230215359,0.0955319985430125,0.0826233661811333
severe,0.446877564146175,0.331675803689107,0.151011405947221,0.326552721309409,0.486057600676074,0.348633810302954,0.436754139987763
severe,-0.122880738601728,-0.181273136994561,-0.241977665584511,-0.0749275481199091,-0.528201405352577,0.0841596823369781,-0.132526791687032
severe,-0.0723638119604487,-0.164107497035379,-0.144667581734222,0.364171611051107,0.338823326127641,0.519067172543098,0.478134764009209
