group,CD28,CD95,CD45RO,CD45RA,CD27,CD38
healthy,-0.185929243683333,-0.568021508934543,-0.473124700364002,0.0558190321507309,0.343852651776524,0.0548239085844104
healthy,-0.106708869299376,0.01295354010039,-0.0711064952668793,0.0884920712068493,0.0515941473040684,0.190758015246447
healthy,0.12020332056455,-0.246791467304688,-0.515683242604373,0.136536478523446,0.623511791728805,0.271865888866908
healthy,-0.392607897210792,-0.793884210025986,-0.748750016397722,0.586635871846798,0.491133345833721,0.320157277823232
healthy,-0.267172468598268,-0.806144268039319,-0.708624693729523,0.610216194782155,0.476611830256483,0.504615617836667
moderate,0.544302108172207,0.345451444411368,0.637356648333423,-0.492516551401243,0.0629956260565237,-0.26614779729203
moderate,-0.0197285750990061,-0.418094415581099,-0.635183027115991,0.290293735718132,0.579317049676593,0.0750098211476087
moderate,-0.238632272060893,-0.643849621261334,-0.6991156695308,0.523402358318319,0.449052157827696,0.192231537271087
severe,-0.522222108257968,-0.561551086738354,-0.705192577803269,0.469724582310874,0.43780917712831,0.0644831646678527
severe,-0.174298334802109,-0.0431197579753228,-0.0179059883862288,-0.115743108041638,-0.252775561373681,-0.131762858367501
severe,-0.0550248368932208,-0.253063877036943,0.0152194078700366,-0.0953404960573269,0.190901586374985,-0.192603566717729
severe,-0.0931535711492137,-0.464269612794088,-0.138690715624602,0.164708765053717,0.326909563746313,-0.18904462057828
