group,CD28,CD95,CD45RO,CD45RA,CD370,CD86,CD27
healthy,-0.159919812837818,-0.62506988960019,-0.672713666407278,0.281406947313228,-0.0037313634259111,0.0385294674852444,0.396734904417118
healthy,-0.298965856321187,-0.392512934175726,-0.791338894801582,0.371056156616536,0.0773198489663837,0.0094612351008591,0.441555600091173
healthy,-0.526710236874395,-0.564733131892167,-0.646437981269239,0.299417998743843,0.146449429245192,0.0364610081810554,-0.038915736775071
healthy,-0.0591074968199951,-0.249151695902673,-0.12654715668319,0.229519292531605,0.127834695011053,0.448911440996597,0.33881037750129
healthy,0.117995875928382,0.507740187655983,0.533102187082659,-0.430042650315001,0.0217406144221429,-0.0970591857252031,-0.128636843619863
moderate,-0.294164796619106,-0.60962854553156,-0.661202195011067,0.527233130478044,-0.0414338256313426,-0.0452258506402565,0.496986514024517
moderate,-0.104867844088368,-0.375470293023399,-0.496714355968419,0.358532055115739,0.153242875826656,0.125408303131377,0.391266122534392
moderate,-0.323476896700645,-0.74849320878885,-0.688520083152285,0.551728677506026,-0.0734150672377323,-0.0077548238129208,0.484305871334299
severe,-0.427966122856303,-0.484036141915833,-0.645397727813479,0.526148801690328,0.0331326616350516,-0.006340531238447,0.496788868130129
severe,-0.213230682911286,-0.15827284050863,-0.0788244839096263,0.282437936710426,0.411729525033364,0.407371844637006,0.0750879024873622
severe,-0.216901712082621,-0.520411917979877,-0.314680481464606,0.260713124615004,-0.0392768571786023,-0.138250156466344,0.122776946733719
severe,-0.220650764249622,-0.505639149922317,-0.299039271973003,0.412185729389453,-0.037416946191624,-0.0657030992752784,0.504806455150399
