group,CD3,CD95,CD45RO,CD45RA,CD16,CD27
healthy,0.28175976252644,-0.529339280129636,-0.63317284394104,0.295436496957509,-0.0032377265049555,0.334010793827398
healthy,0.397351628621925,-0.36541314788814,-0.721795443117106,0.316381424592349,0.0058466803381553,0.416077499555703
healthy,0.396557045237402,-0.24064560071269,-0.42914739338157,0.123163564317687,0.0727231955794297,0.715578481522057
healthy,0.466781145106894,-0.8038611259251,-0.716826419862635,0.615173460228519,-0.0670777385062905,0.550725499032684
healthy,0.381912714266046,-0.759801388347781,-0.580899025447813,0.414086202641755,-0.124404922538683,0.431423154564655
moderate,0.0735912691965315,-0.606879332116748,-0.734341723281276,0.515347960684894,-0.108087240419362,0.424230069286838
moderate,0.201314892256495,-0.528434987986538,-0.661532640623837,0.345168620145511,0.0298111658431571,0.553429477671135
moderate,0.300970342644953,-0.322298148827309,-0.209369065990179,0.208698390586267,0.0503820671069316,0.485020262580715
severe,0.440616911997154,-0.456968535868974,-0.629666182003238,0.460708209321348,-0.0412608817928159,0.405452647412219
severe,0.350090203691103,-0.138598910166554,-0.448580281533594,0.219337397505959,0.0659545671728978,0.2039680215181
severe,0.0480550581609744,0.0693351593372759,0.169315931644278,0.118431894643378,0.411297111263997,0.0676187893195551
severe,0.354652430071991,-0.505157034270596,-0.382133913379431,0.4943648663384,-0.045536550298568,0.516555789815482
