group,CD3,CD19,CD95,CD45RO,CD45RA,CD14,CD27
healthy,0.403200624283677,-0.041101747218619,-0.478318334421544,-0.564793218388054,0.308447220317024,0.0727569802933858,0.450767638833183
healthy,0.416522494906967,-0.0221575062447593,-0.301169917357138,-0.551683341311736,0.239287052687082,-0.0346720912619745,0.399302358780086
healthy,0.362381497247781,0.12399867049137,-0.245408265043991,-0.381974270717288,0.123434469826792,-0.0215595449060089,0.561622998045873
healthy,0.430970936029491,0.0949346591287192,-0.325173332831066,-0.241728459634797,0.295489882111194,0.0243779399043136,0.504442589074429
healthy,0.0081215463265432,0.152594784094405,0.386339082547435,0.324892416239467,-0.103459412097734,0.202985890042584,-0.127747754009869
moderate,0.347565034205402,0.14409614423065,-0.142519017000389,-0.319209839941217,0.468507484279998,-0.0097356597247627,0.480913680891304
moderate,0.29531591043335,0.0989589251885705,-0.149549006023875,-0.290330746594572,0.353717143935199,0.0474615106742968,0.496765378750002
moderate,0.299105750614074,-0.056632416445253,-0.60405406285396,-0.50606951194546,0.44313728976601,0.0570984802165676,0.531323740798174
severe,0.27733132389756,-0.313612020088344,-0.44224062839362,-0.498752523664522,0.187695381307232,-0.250074597692319,0.427461770777278
severe,-0.325821853285468,-0.155793172547474,0.0760898567259919,0.333765113530508,-0.137643817869169,-0.509946988821614,-0.10794073488598
severe,0.100991543229717,0.160022524573562,-0.47362339857634,-0.350278516879213,0.244535453844264,0.22279786251265,0.167258010948518
severe,0.436698357349611,-0.447615536434898,-0.224268016782473,-0.170105516874111,0.271179945015976,-0.088586636778606,0.443243245779748
