group,CD69,CD95,CD279,CD45RO,CD27,CD38,CD127
healthy,0.0125067332309129,-0.587835965879792,0.0924168888749642,-0.602118615376773,0.386845878673012,0.149642046488645,0.25316919224037
healthy,0.0075752374960991,-0.381925850274255,-0.0354285271249379,-0.733685077880408,0.440929197287754,0.157042173974489,-0.17007418423389
healthy,-0.0522305690731559,-0.0387094435744484,0.0544335691980712,-0.161037851486188,0.732031672932245,0.218905468557042,0.0855786296869745
healthy,0.0303158423391867,-0.557686740084788,0.0001500748720615,-0.402016234275361,0.318480705239293,0.0971726922389375,0.584923173897272
healthy,-0.0100598802741883,0.0905868939970798,-0.0249376194740717,0.372610576887452,-0.153109735571691,-0.522663571410408,0.672385721667594
moderate,-0.12101262753312,0.0829733516632793,-0.0423800023597386,0.0413034373799577,0.00167967242859,-0.289408768137674,0.507256181200138
moderate,-0.140652087195538,-0.432498641930194,-0.0260327764533028,-0.542729886958388,0.639312519146726,-0.0529316842228086,0.065124436609505
moderate,-0.090889831593384,-0.602858606866785,0.086555038582334,-0.471871070597891,0.487907176073532,-0.0209636378338699,0.249744722596551
severe,0.0040629545317755,-0.530914077208585,0.0099700176681903,-0.672760768798289,0.467253196666061,0.0708949771786155,0.0018092831010609
severe,0.0839158285005529,-0.0859362827721974,0.55891615770638,-0.325211582760811,0.104974026423689,0.0567367225057554,0.440681925087742
severe,0.106275454577763,-0.203913098480235,-0.0823208205559338,-0.097066849754267,0.286344282290641,-0.052491719899341,-0.0009078295886232
severe,-0.522573250042092,-0.415951424815249,-0.136857684298629,-0.276056475464201,0.213199134108976,-0.3070089672298,0.278293640349003
