group,CD3,CD28,CD95,CD45RO,CD45RA,CD27,CD127
healthy,0.232859759700109,-0.0733868410879291,-0.575286745771481,-0.609185063955924,0.266449704743284,0.445618106407826,0.209096576125628
healthy,0.330820035491461,-0.379464939214496,-0.349856505968938,-0.706615874922007,0.34424698087623,0.355159084363392,-0.221086710979137
healthy,0.322180140145614,0.277385964798448,-0.22519851547299,-0.416276924556818,0.0898253674331725,0.769567494254995,-0.0128590325906152
healthy,0.450351108206976,-0.347019889049115,-0.801291330847875,-0.664600107453698,0.616914858960268,0.565780326250727,0.0786453322548275
healthy,0.321592628899187,-0.0675627006950085,-0.388727744391871,-0.26361740453146,0.212537111616064,0.370216741855315,0.197168810400616
moderate,0.437467241335848,0.357583829146488,0.321007582261057,0.249799160663808,-0.0168889520215577,0.034952996277035,0.591765041370631
moderate,0.186097573950921,0.144203726356243,-0.191436842392412,-0.334130289074126,0.264078950844662,0.738437382427386,0.0814640023148979
moderate,0.250562585417897,-0.0757651891123381,-0.386168833948114,-0.189526348970751,0.189688038683469,0.472958965930543,0.279116427897212
severe,0.299604058518635,-0.4738270126105,-0.517824477278831,-0.655473449897283,0.464377385603838,0.489452751585366,0.0219298655900392
severe,0.223465824877104,-0.226189243192819,-0.168126220702394,-0.490518442305676,-0.0410991913300971,-0.047462657826625,0.394670185427954
severe,0.107595548245173,-0.202555398351787,-0.437282303405044,-0.297824363001592,0.171615979661695,0.200704632552148,-0.0378839847838175
severe,0.381629573569134,-0.103885514851724,-0.459093817927799,-0.303869506583523,0.329418648934277,0.394896649321793,0.188619203553853
