group,CD3,CD28,CD95,CD45RO,CD45RA,CD27
healthy,0.193519249471277,-0.147734678926336,-0.543953874057756,-0.598421050308278,0.327981086008815,0.415735044954885
healthy,0.0967369539037416,-0.331374169291703,-0.208286825615391,-0.481458591803565,0.246940783562613,0.202561408265153
healthy,0.313208929530058,0.341205982868984,-0.0697724611200187,-0.304763813667465,0.0681404155324993,0.761422800314714
healthy,0.425476666159986,-0.346404046478065,-0.820513584507543,-0.687829138609148,0.585555876441855,0.566320328990229
healthy,0.407834482836443,-0.148713956723934,-0.694643244733679,-0.545703267717782,0.458486580974547,0.550158834776599
moderate,0.0246062292209005,0.233800529077775,0.270297608634598,0.511635692680977,-0.286013864122834,-0.170514972284931
moderate,-0.0699052516095189,0.186105860467425,-0.107945876736139,-0.373825408117072,0.269201297498896,0.642433874923934
moderate,0.3225464567215,-0.123994926363745,-0.482123391242515,-0.49191523979669,0.460485441321873,0.478711894549075
severe,0.262098652322958,-0.465507166405037,-0.469583221787088,-0.61526605362999,0.54364234224097,0.431057602454873
severe,0.335693817462819,-0.235086972403145,-0.246644853894484,-0.619991492056965,0.0580568635012957,0.0381439705705838
severe,0.160745809517334,-0.184858685616045,-0.340746665429318,-0.310224236396724,0.211946924506697,0.234404408484705
severe,0.233205787587739,-0.162346728178606,-0.458774359882014,-0.269893228585567,0.2380024029774,0.234570005812714
