group,CD95,CD45RO,CD45RA,CD27,CD38,CD127
healthy,-0.0674767671656164,-0.213565294979004,0.125761287073966,-0.199648111067154,0.0156803804956494,0.0029840249041219
healthy,-0.391874764364176,-0.703596919538697,0.293533029126854,0.468314092131721,0.126004214684874,-0.0631304268046331
healthy,-0.292242544521797,-0.477540186845032,0.130580715195608,0.767220357451234,0.311551061092336,-0.0566498110618707
healthy,-0.299446119533377,-0.324076030332105,0.284324061977021,0.516443822682062,0.199623616903802,-0.504599244035298
healthy,-0.689621949000195,-0.609677205802781,0.568053538613756,0.515315044804749,0.501418198959194,0.127276700470845
moderate,-0.278063219377579,-0.340342747481255,0.336485184161237,0.546170490809965,0.0273987730776284,0.40527910533159
moderate,-0.340067408779986,-0.52432745890617,0.272473465180551,0.653990147921037,0.0979072643063167,-0.171856312325606
moderate,-0.13453841079827,0.0221162897292754,-0.0021479330320042,0.399231868307199,0.0764030420270739,0.148550642739004
severe,0.165094370094332,0.0212917595481999,0.300471902560206,0.434696833394585,0.109845179341719,0.278603238393117
severe,0.117893340120307,0.538659283514335,-0.0526024103857891,-0.0507809905181218,0.153863930725177,-0.285082722971154
severe,-0.320056971392942,-0.199125384283329,0.188812433549416,0.220410489406649,0.0960628863931998,0.0077218411707202
severe,-0.361070562038783,-0.164741129973609,0.16016621618665,0.423995922071578,0.0063118432790286,0.0690689973226061
