group,CD3,CD69,CD45RO,CD45RA,CD86,CD27,CD127
healthy,-0.45232671878579,-0.0429799916915142,0.50345817063382,-0.276640527778033,-0.0559362574287645,-0.383502474770707,-0.251153309929824
healthy,-0.388872238193507,-0.0141713028508842,0.509826256935615,-0.212888622499691,-0.0039041826790559,-0.394898705139261,-0.0555534243553493
healthy,0.0045618742617944,-0.0844344950130803,-0.0606571641996982,-0.027534059093825,-0.0463039798790359,0.343528395084685,-0.309446130920217
healthy,0.115392558846297,-0.0116214377070007,-0.21894359360315,0.079931472749771,-0.463331234545401,0.373265524196167,-0.336246779442705
healthy,-0.0522686043378282,-0.0880626324565818,-0.263862084237581,0.214574254568492,0.0524332788896473,0.070983600405913,-0.67137023572258
moderate,-0.406418321941475,-0.151953649811274,-0.0127800197056652,-0.229458667816394,-0.083971436035516,-0.387102235557982,-0.401541419065053
moderate,-0.40851150812197,-0.0037638233792711,0.15059248411277,-0.167913403950538,-0.0096950198116588,-0.0289394460144061,-0.342072321603666
moderate,-0.277645348913601,0.0306545573072592,0.152056044442157,-0.147684184984687,0.0339246211825105,-0.444430401114407,-0.178826244116719
severe,-0.405040890513143,-0.104733096110131,0.495604870208112,-0.518891628911961,-0.0497398774637387,-0.547169456065074,-0.128455784704312
severe,-0.364751083689239,-0.0086292319997105,0.546072807129508,-0.169484792726893,-0.122736306019066,-0.134550462965486,-0.19820227502103
severe,-0.203132133552808,0.157590719968504,0.287686134392446,-0.310754828349746,0.133219963706063,-0.127634851499483,0.119915687197936
severe,-0.374839275846726,0.532593793733614,-0.112895908121712,0.0352926841861072,0.176990084115846,-0.14234447964049,-0.235742768769952
