group,CD95,CD45RO,CD45RA,CD123,CD27,CD127
healthy,0.0674139070643985,0.130606375619322,-0.197213665576755,-0.167618798885594,-0.08087355868341,-0.226541681055781
healthy,-0.0106117250682341,0.0197763335331311,-0.0331628263432879,-0.0059725249128945,-0.0490898703154976,-0.0729229623093307
healthy,0.377982918105867,0.491256236365391,-0.136178590322608,0.0752779150227084,0.0526000714373935,0.0893885803804839
healthy,-0.237412288569715,-0.312613635752017,0.368290035731237,-0.0150350370322978,0.329940010282743,-0.768725922505996
healthy,0.390534462109933,0.219346522204946,-0.162946296021979,0.0231855140295105,-0.292431107276013,-0.634366562272522
moderate,-0.475805271248342,-0.342269907930244,0.0262942859389761,-0.053908776558546,-0.023844010061745,-0.397226908233703
moderate,0.489297729795472,0.568198460220812,-0.33515759852712,-0.0302769520691171,-0.474886371859506,-0.09964973815398
moderate,0.217636661168106,0.159801768011119,-0.213163957419836,-0.0127639169962296,-0.365749840950263,-0.211990919950887
severe,0.26882543372062,0.450359907700313,-0.507326065240169,-0.122724217795706,-0.445735345445317,-0.0882139613349482
severe,0.0543722156233565,0.358630175240491,0.118252769334672,0.250092374775038,0.238097830532602,-0.310921566420227
severe,0.442617083466583,0.324718066957137,-0.0442842878807617,0.472782226899819,-0.029834016134836,0.088296815173842
severe,0.409421953061035,0.271505308477007,-0.253425244543135,0.194527874904697,-0.328707865871339,-0.343649852493815
