group,CD3,CD28,CD95,CD45RO,CD45RA,CD27,CD38
healthy,-0.436588366469228,-0.079856489445802,0.262922711198566,0.378199023153789,-0.255385997431569,-0.318958366578121,-0.195332205325367
healthy,-0.253835790450117,-0.160419292612178,0.176850165971496,0.143898465323289,-0.0093591163362268,-0.271223681853653,0.109121556485266
healthy,-0.156286894129792,0.266532477927955,0.422416683015375,0.332328634135135,-0.150086453715778,-0.135417846915242,-0.0586214002859441
healthy,0.355162445598984,-0.343213503938502,-0.72833876724093,-0.781446835630713,0.70826078317798,0.585119645043426,0.423573208448715
healthy,0.301953761924195,-0.310797158353542,-0.64057289969463,-0.658792807365658,0.56772869990778,0.554361143371909,0.559695020036739
moderate,-0.27605199951425,-0.106387644026973,0.158989771926331,0.0907766206902777,-0.259280413458537,-0.540620335435699,-0.178883420777671
moderate,-0.33350139326966,0.255542105954077,0.517402820378124,0.517889274605613,-0.267346619887604,-0.200287847746369,-0.0032603942158222
moderate,-0.25651257599278,0.268159078870421,0.607859069277784,0.446281385841918,-0.37286250416277,-0.429535304999694,-0.0732213370488358
severe,-0.309434031074691,0.407398846499513,0.493441677998211,0.644501059889958,-0.415388080996548,-0.518417831778301,-0.0270813826412427
severe,-0.269807485126992,0.0902914560169016,0.0602091712908496,0.588868116138074,-0.129759536526631,-0.10486434547146,0.0899497964030692
severe,0.0571753617879514,0.107637111253331,0.101729211820157,-0.0071439813491001,-0.0637268934163754,-0.111018638576109,0.110461552164995
severe,-0.0973808245996496,0.242365874234183,0.489280122352923,0.311520853030162,-0.331684869999901,-0.340959514359408,0.054216799723928
