group,CD3,CD28,CD95,CD45RO,CD45RA,CD27
healthy,0.135937269637435,-0.30567113110883,-0.470983379625763,-0.564155707560816,0.177372335820731,0.242565250745249
healthy,0.434282328189617,-0.0687384425679921,-0.317803653121552,-0.56725779062607,0.243568882040626,0.427662719099801
healthy,0.20927229430355,-0.0695282284832622,-0.432397277975601,-0.697857294784594,0.222956387467037,0.615741059993959
healthy,0.430316432308145,-0.374798933806613,-0.773962352468898,-0.698968293406424,0.580407330095513,0.562879652112238
healthy,0.416459890996433,-0.182264141787943,-0.779649444113343,-0.620179207374988,0.504268361850208,0.491147241729003
moderate,0.216343610185038,-0.139041861128735,-0.270376448100439,-0.445521158305753,0.565726413874266,0.481577456162577
moderate,0.210690424904791,0.0257931514799708,-0.388656762651433,-0.554185042779811,0.3945533466529,0.600842131606457
moderate,0.239415706148741,-0.325281782382506,-0.704790866872006,-0.772442374730143,0.636624239307937,0.432467734562626
severe,0.0485197017831116,-0.565731899820146,-0.621812256901607,-0.617706537499688,0.241535940251005,0.194296738016384
severe,-0.432864994796867,-0.0669624634267425,0.12894348059168,0.278768703690801,-0.212393372274107,-0.279298028577958
severe,0.119152137104678,-0.330812678670201,-0.36539457014311,-0.329716471454437,0.270128960538527,0.0132255949258708
severe,0.312210497563304,-0.127270059846441,-0.48394700475172,-0.338433833251533,0.397771025398117,0.429490210164805
