group,CD3,CD28,CD95,CD45RO,CD45RA,CD27
healthy,-0.0693659085706412,-0.300227019606313,-0.200663208736129,-0.307383068726808,-0.0059017428403248,-0.0626812506665154
healthy,-0.155656956459132,0.0182861689303875,0.0424159297790383,0.092188487193359,-0.0795460013520977,-0.134405207053365
healthy,-0.151398335584951,-0.31110898043238,-0.312060487203427,-0.383130190223054,0.0866593755719474,-0.0294029584106557
healthy,0.28431312865501,-0.440384030921133,-0.727183328810152,-0.689733663061124,0.593546324187997,0.523767381753719
healthy,0.0129107603114302,-0.371981079118813,-0.313022769362127,-0.464501534066773,0.312730503050315,0.142597946378069
moderate,-0.353924845929104,-0.496672860228717,-0.438970174996261,-0.500910301008232,0.20487213124524,-0.122309690214058
moderate,-0.28845833918229,-0.15203006995855,-0.326419770079965,-0.375525143859713,0.0012517018767691,0.0558152063736262
moderate,0.0936819882033123,-0.320341666378883,-0.686025897183033,-0.73153887479114,0.541191025685187,0.389951344700775
severe,0.128398595757966,-0.627219465900698,-0.676875733533328,-0.738582727183637,0.338162631667388,0.265258447123408
severe,-0.510200266953688,-0.019384563506881,0.0745292166342455,0.373859758689819,-0.0899471897089117,-0.209719335802877
severe,0.0295654016300381,-0.266449388247506,-0.666598752211296,-0.556609887223851,0.0908755457205844,-0.0418910066781131
severe,0.194656356796751,-0.078462699677752,-0.325248843090233,-0.20106725284421,0.272414980674226,0.23309489929773
