group,CD28,CD95,CD45RO,CD45RA,CD16,CD27
healthy,-0.141549186040146,-0.582519767813719,-0.664092404579887,0.252791698706546,-0.0726857403043845,0.3752423573731
healthy,-0.254996978945438,-0.408278919990189,-0.782608714749157,0.356416258221937,-0.0481973225548663,0.475926739813141
healthy,-0.0255215334100507,-0.439833853141786,-0.620786556908336,0.178456304187785,-0.0880403120173359,0.577540115397429
healthy,-0.434254165797352,-0.849580948930593,-0.726930345182237,0.6614619329235,-0.0323773252516685,0.522246639681366
healthy,-0.276389295602886,-0.765178622040433,-0.555964329762306,0.390490179631754,-0.17632544261705,0.251214139075137
moderate,0.0677863882539423,-0.326595425205537,-0.267003037280762,0.0806988922791943,-0.243630330673372,0.338905986178968
moderate,0.187529674061736,-0.280252145756465,-0.427615086143801,0.272231785699853,0.0321258220546942,0.69339926583899
moderate,-0.325425810296917,-0.748137120607704,-0.735235407164774,0.482032967583128,-0.0693091102652406,0.4045593033044
severe,-0.523215441144416,-0.564954425517847,-0.710828355034836,0.461447081382631,-0.0290433021205993,0.431703949002017
severe,-0.181140220858111,0.0889019841196009,-0.0270829732034055,-0.0289079563964999,0.0311002672784075,-0.180258225556439
severe,-0.371005539247486,-0.603394665850024,-0.561330645004902,0.0137426461766064,-0.487904304243923,-0.108074134423184
severe,-0.232537727720378,-0.559066316305923,-0.398761748550378,0.331755691739091,-0.222125007540294,0.235834941987514
