group,CD3,CD95,CD45RO,CD45RA,CD123,CD27,CD38
healthy,0.384413309713003,-0.525903720428574,-0.594262747989364,0.270936522808682,-0.0133770684522726,0.455546348522537,0.188431062760187
healthy,0.45277355509595,-0.396642828132561,-0.705386964271425,0.299480448606707,-0.0616797124959723,0.489176675198149,0.119215380260347
healthy,0.200917778314708,-0.469471428442797,-0.596214778758381,0.158432988339567,-0.0194302095824306,0.695070191817213,0.254239195141903
healthy,0.462131452123429,-0.736054783611412,-0.73436143023907,0.65030658218806,-0.0998439341420869,0.558058631026641,0.346742171215355
healthy,0.501334326386841,-0.668172543777636,-0.661672015614279,0.639721412289815,0.0776622470553967,0.517767795616594,0.53443610300722
moderate,-0.127378465059288,-0.640796652803783,-0.612340508139116,0.2823528987516,-0.042599805068899,0.301530340293789,-0.0276235515313054
moderate,0.22876624640123,-0.501806245823675,-0.616689855583299,0.343387052358955,0.0417055209230328,0.532898133320122,0.0528472357228795
moderate,0.193901956569917,-0.705364867618846,-0.608562783454544,0.359513802254626,-0.0741860714871557,0.461346474456772,0.176467719857153
severe,0.289327864484445,-0.437038302357616,-0.55852015758951,0.309675115682524,-0.109891096710469,0.507774133436255,-0.021182197848483
severe,0.083220661236674,0.149902796161653,0.222020153474856,0.168401482213089,0.25842233873785,0.221004860605222,0.279113235438257
severe,-0.0815194323467858,-0.491225832091312,-0.524919523167136,0.0375186327878676,-0.523640329804459,-0.0340539169913688,-0.29811481280867
severe,-0.0167830498914455,-0.615131483142117,-0.716408624523318,0.812747892113911,0.177629103612547,0.429405441212414,0.344993906037209
