group,CD3,CD28,CD95,CD45RO,CD45RA,CD16,CD27,CD127
healthy,-0.0034620553436064,-0.230311667710062,-0.464450301650049,-0.568381619142946,0.259573191934821,0.0481865915166762,0.205980444509145,0.0068474766559552
healthy,-0.346816694304161,0.269172791897125,0.372077157198693,0.804931435993288,-0.357287495482734,0.0543785288335598,-0.417722170252764,0.219856987168843
healthy,0.152583580596152,-0.514814344203524,-0.469039676578231,-0.500591594701235,0.232174219017266,0.0471373262227285,-0.160054619409942,0.0215341700630119
healthy,-0.212749787897296,0.133229472883556,0.086642947243451,0.153469578152092,-0.15587050971366,-0.0579373303896145,-0.306741443736249,0.596071224341733
healthy,0.555283263679207,-0.109494338726087,-0.654165925170235,-0.585077340642241,0.516360608358983,-0.032881992967219,0.528189369743608,0.187311622132151
moderate,0.344473438519414,0.205979445468457,0.211433549567302,0.0609483361391305,0.236332244150844,0.222194208202331,0.132493565480041,0.365617167300043
moderate,0.325250737068114,-0.491572513084615,-0.371194466957745,-0.176327060988023,-0.0615227910628849,-0.125578577404705,-0.259268754551898,0.132818571552793
moderate,0.208917811152849,-0.466705378048559,-0.539603115130979,-0.579654933462478,0.674493566615693,0.0855805303928414,0.134827041857124,-0.342050141415097
severe,0.398949021743587,-0.361388866490164,-0.442293373101884,-0.587084337378763,0.504868254577668,0.0551887656326527,0.482903378552389,0.0360506682687569
severe,0.0378736715281027,0.122825892365224,0.0141568654623003,-0.246779608053061,0.137701233165122,0.0351400611331333,0.0023666891353877,-0.0936977814608156
severe,0.0327071483338462,-0.23569774104138,-0.547061799461909,-0.275296187860106,0.0670335452640352,-0.505952483603751,-0.0544894449834391,-0.126469355148639
severe,0.258913980593856,-0.100354042096766,-0.319234503497201,-0.340934028510389,0.636872079041551,0.0493401390515365,0.461802651173306,0.0846317259861248
