group,CD28,CD95,CD45RO,CD45RA,CD27,CD25
healthy,0.123565366526333,0.600522122980999,0.630702745628492,-0.24913260603088,-0.44932644713291,0.168452593846223
healthy,0.199902079912672,0.354710575771082,0.685950316971773,-0.27209169717707,-0.386379538858603,0.167102283709698
healthy,-0.244256286063931,0.248779041554865,0.464128791135479,-0.10627589054428,-0.835363434139368,-0.025359725888259
healthy,-0.20603678478579,-0.252161220247397,-0.244382751939252,0.23503037651943,-0.101432833802197,-0.515983536159089
healthy,-0.0457489255892825,-0.634820259149241,-0.589968121394966,0.502706164729872,0.499724042161026,-0.358074789288688
moderate,0.218128975676017,0.470189785950641,0.502314286596477,-0.212866746761114,-0.178010269370571,0.277455241968727
moderate,-0.0059873085466823,0.456460593214019,0.590531868363833,-0.314179060283596,-0.63898267786571,0.0959216540358545
moderate,0.143052911447819,0.453774703811525,0.252099935644829,0.0296804581592464,-0.205412766068109,0.307626353340075
severe,0.518225949832827,0.56713692300489,0.70939453538522,-0.424307962125325,-0.448131894433957,0.0348510247044505
severe,0.0060901972130197,0.275987636933467,-0.0365588278207751,0.21357215990927,0.190768241508314,0.300935163982456
severe,0.0265953786094383,-0.133704082250082,-0.0178692693516783,0.172635526827811,0.257866941135205,0.0625629264463666
severe,-0.377820002769088,-0.615440084911909,-0.606033724241832,0.655256977381076,0.562883625228253,-0.407845032997853
