group,CD3,CD8,CD95,CD45RO,CD45RA,CD27,CD127,CD94
healthy,-0.221466005571257,-0.317637082275995,-0.0403830164936987,-0.280975122512363,0.0226967059010649,0.171424828681873,-0.124230655366514,-0.256422871803149
healthy,-0.449372927802244,-0.342717000329851,-0.162169162297018,-0.317868831367116,0.133018327274766,-0.615717577651104,-0.398173974215275,0.171844254358198
healthy,-0.383346145108751,-0.189093903056308,0.151376971329873,0.248601736021094,-0.228213391145669,0.205166217499879,0.0670935512253726,-0.0214481436773694
healthy,0.123108333396144,0.411843148944959,0.537285594818923,0.581225426913195,-0.694892428175811,-0.485528081788039,-0.0253438490976639,0.248246722810505
healthy,-0.20679852345513,-0.524253909170718,0.398175031073327,0.154574841535281,0.0479286994206268,-0.593052282237476,-0.506951408756084,0.326490432969826
moderate,-0.0248179076459845,0.35077828831919,-0.184236030054883,-0.236179417931306,0.224008737956047,-0.189576178822674,-0.0336534911411088,-0.116066070926253
moderate,-0.47222329120498,-0.448279735624506,-0.0315207963149705,0.0553424428531135,0.0444577166502472,-0.0258196165516382,-0.117896507002074,0.001778749416371
moderate,-0.213825113419876,-0.232941982247898,0.21532217170344,-0.0925729821174947,-0.213742570969501,-0.520397111626544,-0.431049552823353,0.16630543239181
severe,0.123591726209928,0.0055274182999427,0.0638859603095028,0.111976514102972,-0.0188625329049326,0.0949558381738348,0.312622992343962,0.423365931482744
severe,-0.500375160353657,-0.432217968791825,0.0882737641890797,-0.0250702182051158,-0.130146644596775,-0.015764992065471,0.18714822542252,0.351795893538813
severe,-0.351218692625845,0.341863043439146,-0.439530126517002,-0.144488053853628,0.0160207484310124,0.682439260878999,0.594949160105862,-0.599448945906801
