group,CD8,CD28,CD95,CD11c,CD27,CD38,CD127
healthy,0.0025759020425637,-0.315170145469185,-0.13824407106748,-0.0809784946145625,-0.566774039142243,-0.28215828996655,-0.249545246891104
healthy,-0.0524544643435636,-0.346875326002787,-0.0094381467553693,0.136398115941892,-0.559872215586212,0.116330420052267,-0.448543031047839
healthy,-0.0935177015144976,-0.552506584098358,-0.110303969980953,0.0062617010209909,-0.575182011478184,0.0763445829922542,-0.359032605355864
healthy,0.591838571437445,-0.153882568909527,-0.116446137411281,-0.151882942862915,-0.0365532932044108,-0.242280345083323,0.461631367660284
healthy,-0.298647324553315,0.124419724728072,0.551788071075226,0.0523886654316078,-0.371638501001385,-0.0550632488689866,-0.345329088882402
moderate,-0.468206474070348,0.350316478509838,0.0791733473530597,-0.0389920035270313,0.291781551277549,0.182776767670635,0.324217848975972
moderate,0.32560393198913,-0.25434929869072,0.153020436236866,-0.0964237514032452,-0.260764180781915,-0.271956238440905,0.0597781384252794
moderate,-0.0785877827164146,-0.456877929693974,0.405685711966636,-0.0980249947653005,-0.659007082867864,-0.202600157792473,-0.455033441593816
severe,0.475792501357958,-0.0181315835075839,-0.144410187877044,-0.552315741462879,0.294248261131001,-0.758390549250164,0.22230307477088
severe,0.355012570421226,-0.261800760237324,-0.258999334680771,-0.309848395911138,-0.0937727466816769,-0.137913786108578,-0.285698417916294
severe,-0.106338913138136,-0.456104566452703,0.440214897690425,0.0531729590639724,-0.616793357960714,0.295857441001893,-0.692535926868565
