group,CD3,CD45RO,CD45RA,CD27,CD38,CD127,CD94
healthy,0.132761037971451,0.151950330064862,-0.285637376238538,-0.190528267779847,-0.111315481934966,-0.165154115343087,-0.116877849379823
healthy,0.560690912788997,0.199805685578992,-0.0432323553039068,0.178155011081917,-0.118788067417754,0.0647277233645421,-0.150889830709156
healthy,-0.186503117286566,0.346956945460496,-0.543129789485828,0.523070953244383,-0.122032507131207,0.364275609481023,-0.455458395072696
healthy,-0.236806945512585,-0.436908609207041,0.277464606037088,0.627349716059605,-0.0218263945315265,0.434181880016774,-0.323634612057807
healthy,0.124230831580221,0.636735999661123,-0.657444107575288,0.153286084518721,-0.379257250185694,0.321587338204725,-0.399182223257499
moderate,0.149736183647138,0.230682543137896,-0.439417935427106,0.364842095611029,-0.284502656657127,0.590356278721929,-0.188072609655585
moderate,-0.282170171015597,-0.192007052394201,-0.0300887752396817,0.110205372850815,-0.319678553141307,-0.0362674572483886,-0.360703218197793
moderate,0.139335416084109,-0.0250452974127893,-0.0425289345842164,0.596462654547717,-0.327288597188857,0.515922663473855,-0.461944545403318
severe,0.510790893915736,0.0603568286010729,0.0416928327817268,0.426423132835266,-0.651737269056372,0.462108332245697,-0.158067880254323
severe,-0.391636993726423,0.15542288880778,-0.244267513631291,0.10342676254494,0.209077428140456,0.294838257748605,0.269133995846183
severe,-0.365336906857256,-0.124770729283694,0.19217444982235,0.670071834637306,-0.206455554903922,0.579871181819997,-0.611135546606332
