group,CD3,CD8,CD45RA,CD27,CD38,CD127,CD94
healthy,0.184596885822839,0.130806296617867,0.313999459156569,-0.319147202326827,0.334339619875032,-0.312966294648027,0.14625674550861
healthy,0.273403370169133,0.291308974017131,0.360994028479634,-0.168058552475612,0.123960232465561,-0.250463868843996,0.0843734723602398
healthy,0.374792823036359,0.135701424245694,0.475809589458326,-0.277906407872867,0.0880145172607615,-0.131133298014005,0.387299368519246
healthy,0.225665373690604,0.057246643733389,0.437367826720367,0.565710726571224,-0.137308724715868,0.179150039348237,-0.415481422313005
healthy,0.113057486457744,0.506285068587884,-0.41209951050162,0.235499840594299,-0.519084830549576,0.36384111416534,-0.245036408783725
moderate,-0.110231709394424,0.0048120858402484,0.540448647627101,-0.371267446154085,0.192270512716549,-0.661454379138501,-0.0037659738105293
moderate,0.522214822452555,0.394879333103304,-0.117310597054584,-0.099761730031076,-0.122113341251216,0.0103534764481711,0.156122065913006
moderate,0.158720489209126,0.0232760782022964,-0.0590210935987196,-0.572996960633285,0.0179954408039006,-0.494388057693967,0.230878707023859
severe,-0.380287994046487,-0.102298983554981,0.0646321372456602,-0.0186256642634289,0.508899917671808,-0.214439388499914,-0.135167224345574
severe,0.355918536288191,0.401898441876585,-0.054154708109589,0.041276560544166,-0.26387700300855,-0.102074387466374,-0.338236061512865
severe,-0.263054020658605,0.385649364300734,-0.0754930329824673,0.654025486651106,-0.471200238587011,0.708338093766682,-0.640411622851794
