group,CD8,CD28,CD197,CD27,CD38,CD127,CD94
healthy,-0.0129475085462797,0.179561655504011,0.18567616440352,0.257801370255475,0.322056263294831,0.0001141527729073,-0.0639264120781241
healthy,0.370405466587389,-0.104278768953837,0.0239416874297489,-0.2712267584296,-0.0005885578990458,-0.334765248454628,0.0605277821655379
healthy,0.226646904471256,0.0121223167366514,0.195412682955887,0.0534523682917953,0.0602169395804251,0.12783207482142,0.286480069793275
healthy,-0.289991677677352,-0.49388508352117,-0.208752802393473,-0.5183970486592,0.223410786450728,-0.432132724600978,0.458339931157231
healthy,0.569927177856705,0.213015849229546,0.193725157725341,0.465017524553076,-0.364537428934834,0.558653121443375,-0.290093652331679
moderate,0.0348527055767619,-0.208530297959176,-0.571416016411293,-0.1121290739543,-0.174867238614684,-0.0955414149174504,-0.0969454015271129
moderate,0.432290196340113,0.258462088793667,0.0416251340354057,0.376282741310705,-0.0790279646156391,0.183865792304401,0.228429109460019
moderate,0.0463945962222834,0.0922892599319368,-0.164984872864087,0.0248656622753743,-0.452821279594401,0.175518377237184,-0.528784924154461
severe,0.0765869060838611,-0.0575987518699773,0.0698313989614598,-0.0632630484439368,0.0725701767519862,-0.277170635112167,-0.459534955146266
severe,-0.379875175152291,0.0950142895659484,-0.32556540525184,-0.000978072977123,0.330381211986037,0.0548420218080629,0.0161215356092284
severe,0.385900685928095,0.41234047510416,0.227612455507172,0.609859032540382,-0.448677525338655,0.723613095727608,-0.498186879009462
