group,CD3,CD8,CD45RA,CD27,CD38,CD127
healthy,0.102183106016609,-0.0373441579550858,0.550291793187966,-0.127221850712306,0.196876295908606,-0.268218928913869
healthy,0.603640594463124,0.551125427991964,0.0610962985148903,0.336215573060843,-0.023647968677893,0.140264805590753
healthy,0.313850891376444,0.159233179939621,0.295283226592948,0.0855914183337765,0.0432412872353108,0.133679087556596
healthy,-0.0215116829478555,0.426314200024821,0.0245369006691393,0.615559346960397,-0.172147564775923,0.659728213237644
healthy,0.178953511851635,0.511449548748081,-0.10855025876123,0.645597763890077,-0.347070424549358,0.511116902742727
moderate,0.191507704494865,0.523691991807241,0.138620069869285,-0.0437625389011768,-0.207042580373674,0.0217409378857761
moderate,0.287142915987973,0.51725213553703,0.0870772241466934,0.261615564215737,-0.246412053182038,0.151401258929629
moderate,-0.287993662777638,0.14979507996251,0.448323320247522,0.700713100729154,0.212175894105576,0.448432012761684
severe,-0.571007764245545,-0.425423356568402,-0.12472494433646,-0.278422763028447,0.643637872393428,-0.445176147649644
severe,0.265287280033718,0.156573513932302,0.117244913454818,0.430445660436529,-0.0317404431660628,0.351885573518927
severe,-0.0518439223841042,-0.469453385837877,0.193244739270427,-0.438675944178319,0.473384335914849,-0.570769507959318
