group,CD3,CD8,CD28,CD45RA,CD27,CD127,CD94
healthy,0.227339448523094,0.22068032705785,-0.139547649204654,0.221336046098599,-0.287762690736392,-0.192956491699567,0.224049280643684
healthy,0.217819064768184,0.268693725713864,-0.227107330471806,0.360080455609025,-0.38984065140086,-0.427894449126339,0.032793891724389
healthy,0.249958498767383,-0.139484042030047,-0.599205100840769,0.307935907840101,-0.651660079968528,-0.415773982644282,0.195965127772071
healthy,-0.0583541792188199,0.279180696628568,0.318659129764387,0.283167749170475,0.766091893812604,0.464954677405131,-0.334194183828534
healthy,-0.223191575445783,-0.3717242257125,-0.376075761630497,0.302945025571919,-0.699854781905898,-0.646266878194274,0.365525812654441
moderate,-0.0190520364962998,-0.250497992793414,0.0777671314034929,-0.038154701260062,-0.174564145879675,-0.0073436682867266,-0.350549978588447
moderate,0.500433821439966,0.361471699234565,-0.244140789207543,-0.214493718342333,-0.164555115956366,-0.0239730194836832,0.0385934384955659
moderate,0.377677056326855,0.110653766131318,0.29857837414705,-0.328214760781744,0.320272571541329,0.415251347170615,-0.59583746290397
severe,-0.12449211224618,0.0263401500620167,-0.184348550339756,0.0312445061379544,-0.173030891744189,-0.424149127148128,-0.394593434234322
severe,0.388773853017054,0.239769722882504,-0.186020977834847,-0.0405000881828281,-0.139458060265942,-0.249015271797914,-0.409440914624672
severe,-0.0085978311296694,0.51604121428879,0.268973255129129,-0.562093526278184,0.402462499306711,0.239365557993644,-0.420596307654087
