group,CD3,CD8,CD28,CD45RO,CD27,CD127,CD94
healthy,-0.0856680948630726,-0.283077690469823,-0.0954226276256344,-0.461101824222201,0.072232916357837,-0.180798003125009,-0.301510761610998
healthy,-0.487820152733325,-0.354268498771345,-0.422967213337849,-0.486202679904121,-0.520071336819187,-0.352245595643158,0.0071439089636507
healthy,-0.320845170443389,-0.355854883122674,-0.126343653445192,0.0349686630131031,-0.151070187023281,-0.190287612048253,-0.308019575879441
healthy,0.0056626264700502,-0.490891478644827,0.0791780911805591,0.0823030747736848,-0.251507755525348,-0.121577967092536,0.315199069376266
healthy,-0.184172396848158,-0.700096075796365,-0.287723340690584,0.0037103622121908,-0.341286269683979,-0.550746343357991,0.385021989930048
moderate,-0.302116093070798,-0.209261347753966,-0.0354434218188587,0.0028184855121003,-0.0362603518624499,-0.332655760811057,0.300547624272959
moderate,-0.500705919804977,-0.338700621085282,-0.0122828285499717,-0.192990034304114,0.0178743814494446,-0.189641797744329,-0.1742417064443
moderate,-0.31657250610781,-0.32545346935714,-0.451874489332377,-0.15732700359174,-0.543860237012607,-0.527997813137507,0.429355663082509
severe,0.192652282965289,0.0329282710154671,0.0263533155064044,0.231238134030518,0.020436083769069,0.252649278384061,0.466404582298066
severe,-0.382587732352903,-0.353085929689896,0.0932410496834018,-0.0800222818580155,0.0871311559898562,0.111599507465671,0.38010100834931
severe,-0.367429836398315,0.41407423774928,0.579615144315422,-0.107384118278958,0.750376570003352,0.692791430643018,-0.48544227380147
