group,CD8,CD28,CD45RA,CD27,CD127,CD94
healthy,-0.0633969437467095,0.0613735664652397,-0.137506697105973,0.19971550123419,0.0020649929932618,-0.105634357732707
healthy,0.342562807955946,0.41138007825775,-0.026218190567662,0.566699188659059,0.307955595684725,-0.152544389882052
healthy,0.0027565438389356,0.431328644434523,-0.0181522685041722,0.461995893094257,0.292594052876022,-0.236903835451491
healthy,0.51564876955038,0.185228116851726,-0.59599158017975,0.0175805870866111,0.61908006301855,0.0486854330349564
healthy,0.627463793314243,0.380017008080469,-0.33512602909701,0.487791151772244,0.644147476171804,-0.37690678784546
moderate,0.0382010109019645,-0.62385213681831,0.500527982919333,-0.472123545324607,-0.548100034953756,0.122439408745756
moderate,0.159403015891252,0.33089373805494,0.357841102479209,0.417141625578607,0.137646424265055,0.17291237223224
moderate,0.117503964742189,0.226348558153692,0.583129400384926,0.405379314255207,0.156775665602784,0.398364630240146
severe,-0.592573207008773,-0.240658850227511,0.0473307396017539,-0.437155520030558,-0.116054664922149,0.52147647304554
severe,-0.37767344114043,0.255799748369186,-0.0483126661037798,0.160228746672327,0.308898249597255,0.310527141210142
severe,-0.296958961511355,-0.639497265308703,0.119854236869837,-0.765039256995538,-0.628257495478578,0.622666253678677
