group,CD4,CD8,CD28,CD27,CD127,CD94
healthy,-0.0465707902954699,-0.0777172743685349,-0.37001367857658,-0.512163182627173,-0.394875461016049,-0.0402751332396086
healthy,-0.0799836705896382,-0.185727602896527,-0.399286807520011,-0.59791010203814,-0.417037464787828,0.319535928936354
healthy,0.0785095248940383,0.11261890767933,-0.311028541891289,-0.332644575514823,-0.18566316525437,0.438049258953578
healthy,-0.127507064960231,0.639161046789078,0.110857746096208,0.277321657334587,0.663615040721836,-0.239098781035815
healthy,-0.13202381378221,-0.514626805320219,-0.0349409981387822,0.112739442807317,-0.239478425494311,0.0908194373585576
moderate,-0.020217510770288,-0.186285789523907,-0.23826188201638,-0.271106771975077,-0.431486508808506,0.234037430739231
moderate,0.160809763629406,0.454784871767335,-0.305141193499941,-0.318011859704982,-0.0489033929607247,0.0798260667857983
moderate,0.624584894993142,-0.395602017518673,-0.48082392737121,-0.66436738084133,-0.45860477208791,0.0129862038487605
severe,0.216336522372605,0.248685437240419,0.110155983354567,0.29228396546591,0.378514964250095,0.110874794887277
severe,0.219272637581485,-0.170034317093645,0.295333498250604,0.123539625577542,0.352135632775694,0.504028189242136
severe,0.0940666454945491,-0.206376240536856,-0.588563557907514,-0.751809858256835,-0.697217710990531,0.569271481625322
