group,CD8,CD28,CD45RO,CD27,CD127,CD94
healthy,-0.148540172576591,-0.319288131319874,0.207960542357911,-0.445195930685413,-0.360345380617559,-0.0195857612419423
healthy,-0.347873916820715,-0.395498512086573,-0.172264713752533,-0.499805360400768,-0.268509777210341,0.184426347586057
healthy,-0.238216439784177,-0.309897717303052,0.0896193400026525,-0.395542013107179,-0.331011754288497,-0.109434511770277
healthy,-0.0797095036409654,-0.414414977584289,0.289937235506619,-0.836117711620831,-0.41783461133115,0.359650929242138
healthy,0.21158753583118,-0.119662565340577,-0.66431443914606,0.0017312658890216,0.32505432736624,-0.098312429821652
moderate,-0.117669171349497,-0.34043429780532,-0.149494763231774,-0.375962111908631,-0.581510556489598,0.0614067567762053
moderate,-0.279531500989136,-0.327607290435564,0.186627226229374,-0.493757890284238,-0.251104242477923,-0.0900841687722723
moderate,-0.523335082841964,-0.481138230967258,0.0137150733135099,-0.654302221160968,-0.475367034928553,0.0569678668271896
severe,0.0926644259106426,0.0130358225291483,0.21538648750603,0.0685290325673724,0.21752100034404,0.416436494144299
severe,-0.3209498981323,-0.0773496736266181,-0.138939912093465,-0.104067261751619,0.0797803370296053,0.272680436326344
severe,0.405160087225201,0.524603477182011,-0.0461507620290727,0.732816470148799,0.783156688884842,-0.528532886710133
