group,CD3,CD8,CD28,CD45RA,CD27,CD38,CD127,CD94
healthy,0.110121961118607,0.0840358515635287,-0.31342375118999,-0.0629700714819691,-0.591243194343213,-0.0328090078226501,-0.303002843767564,0.22200337266735
healthy,-0.176573581763315,-0.114865787754157,-0.338663773095448,0.339374877651365,-0.526130361925229,0.139303140540639,-0.402981693523657,0.154989770614383
healthy,0.208985360457397,-0.0528387024555342,-0.335660713336866,0.553731545310774,-0.302669160675642,0.0965290965376389,-0.205313628820264,0.429903859206786
healthy,0.0528122574835343,-0.224237666864559,-0.398464658056504,-0.185323281805426,-0.688448127752652,0.193771400264551,-0.598214143928864,0.333149946340794
healthy,-0.240244590373791,-0.547371614840062,-0.301863910521013,0.147600532849231,-0.671206688379537,0.367457805842571,-0.605699233574505,0.422823706655025
moderate,-0.263598304771266,-0.211488394589971,-0.490645110284022,0.329561109588209,-0.423730237490005,0.242957360563779,-0.64153901450969,0.17688466760316
moderate,0.0742134684520206,-0.113558536347184,-0.37049316300572,-0.0971706271454798,-0.544311867639738,0.102452404822488,-0.231059808106985,0.194440375857898
moderate,0.298808583967676,0.117819225463296,-0.37139280529377,-0.221419199659952,-0.515113548438107,-0.211502444736407,-0.399423569953001,4.78240223912219e-05
severe,0.529067782676892,0.311749807617263,0.104800438483113,-0.0643714741025016,0.341161492706847,-0.545552556839099,0.331248014129983,-0.0097576047355159
severe,-0.460344969905055,-0.455141585696384,0.0763927969712484,0.0083621966013394,-0.0062891676352864,0.29202126265558,0.191118848253125,0.243831659524967
severe,0.163209012694285,-0.515979558000717,-0.588964330406055,0.162713134373626,-0.766843183786375,0.251147102949788,-0.696269851070298,0.517869714420916
